DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
254022,254022,UT,1.00b,100,3,100,6,17,,,,,30,17:17:01 08-Apr-2024,16:08:03 11-Sep-2024,156,17:17:01 08-Apr-2024,16:08:03 11-Sep-2024,156,,,15:00:00 08-Apr-2024
