DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
254022,254022,0.500000,UT,,,17:17:01 08-Apr-2024,,2,36.9521,-122.0738,,,,,,3.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254022,254022,0.500000,UT,,17:21:04 08-Apr-2024,17:20:00 08-Apr-2024,-63,2,36.9521,-122.0738,CRC,,,,1512,3.575,,,18.50,,,,,,,,,,,,,,255,1,,0,,,,,,,0,,,0,72,,,,,,15:00:00 08-Apr-2024,,,
254022,254022,0.500000,UT,,,17:21:30 08-Apr-2024,,2,36.9521,-122.0738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,7311
254022,254022,0.500000,UT,,,17:23:03 08-Apr-2024,,2,36.9521,-122.0738,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254022,254022,0.500000,UT,,,17:24:33 08-Apr-2024,,2,36.9521,-122.0738,,,,,,,,,17.65,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254022,254022,0.500000,UT,,,17:26:03 08-Apr-2024,,2,36.9521,-122.0738,,,,,1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254022,254022,0.500000,UT,,,17:33:28 08-Apr-2024,,B,36.9506,-122.0733,,,,,,,,,16.35,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254022,254022,0.500000,UT,,,15:57:59 11-Sep-2024,,1,36.9429,-122.0472,,,,,1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254022,254022,0.500000,UT,,,15:58:29 11-Sep-2024,,1,36.9429,-122.0472,,,,,,3.550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254022,254022,0.500000,UT,,,15:59:29 11-Sep-2024,,1,36.9429,-122.0472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,7311
254022,254022,0.500000,UT,,,15:59:59 11-Sep-2024,,1,36.9429,-122.0472,,,,,,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254022,254022,0.500000,UT,,,16:00:29 11-Sep-2024,,1,36.9429,-122.0472,,,,,,,,,21.90,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254022,254022,0.500000,UT,,,16:02:01 11-Sep-2024,,1,36.9429,-122.0472,,,,,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254022,254022,0.500000,UT,,,16:03:31 11-Sep-2024,,1,36.9429,-122.0472,,,,,,3.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254022,254022,0.500000,UT,1.00b,,16:05:01 11-Sep-2024,,1,36.9429,-122.0472,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,
254022,254022,0.500000,UT,,16:06:32 11-Sep-2024,16:06:31 11-Sep-2024,0,1,36.9429,-122.0472,CRC,,,,1563,3.525,,,18.40,,,,,,,,,,,,,,255,1,,0,,,,,,,0,,,0,111,,,,,,15:00:00 08-Apr-2024,,,
254022,254022,0.500000,UT,,,16:08:03 11-Sep-2024,,1,36.9429,-122.0472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,15:00:00 08-Apr-2024,,,7311
