"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",254022,6218,36.95213,-122.07376,2,04/08/2024 17:19:30,Argos,0,362,NP,,401677598.49,04/08/2024 17:17:01,1,4,0,-127,401677598.49,-122.07376,36.95213,-122.07376,36.95213,50,3,319,970,104,96,228,105,143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254022,6218,36.95213,-122.07376,2,04/08/2024 17:19:30,Argos,0,362,NP,,401677598.49,04/08/2024 17:20:00,1,4,0,-127,401677598.49,-122.07376,36.95213,-122.07376,36.95213,50,3,319,970,104,96,228,89,144,165,253,232,150,225,17,20,69,81,18,22,11,209,30,1,255,1,201,32,0,0,,,,,,,,,
"",254022,6218,36.95213,-122.07376,2,04/08/2024 17:19:30,Argos,0,362,NP,,401677598.49,04/08/2024 17:21:30,1,4,0,-127,401677598.49,-122.07376,36.95213,-122.07376,36.95213,50,3,319,970,104,96,228,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254022,6218,36.95213,-122.07376,2,04/08/2024 17:19:30,Argos,0,362,NP,,401677598.49,04/08/2024 17:23:03,1,4,0,-127,401677598.49,-122.07376,36.95213,-122.07376,36.95213,50,3,319,970,104,96,228,58,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254022,6218,36.95213,-122.07376,2,04/08/2024 17:19:30,Argos,0,362,NP,,401677598.49,04/08/2024 17:24:33,1,4,0,-127,401677598.49,-122.07376,36.95213,-122.07376,36.95213,50,3,319,970,104,96,228,64,129,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254022,6218,36.95213,-122.07376,2,04/08/2024 17:19:30,Argos,0,362,NP,,401677598.49,04/08/2024 17:26:03,1,4,0,-127,401677598.49,-122.07376,36.95213,-122.07376,36.95213,50,3,319,970,104,96,228,89,236,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254022,6218,36.95058,-122.07333,B,04/08/2024 17:33:28,Argos,0,0,MB,,401677600.95,04/08/2024 17:33:28,1,1,0,-130,401677600.95,-122.07333,36.95058,-122.07333,36.95058,6,3,1198,1540,931,92,1481,75,103,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254022,6218,36.94292,-122.04723,1,09/11/2024 16:01:29,Argos,0,512,NK,,401677590.94,09/11/2024 15:57:59,1,9,0,-123,401677590.94,-122.04723,36.94292,-122.04723,36.94292,40,3,861,4841,153,100,293,95,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254022,6218,36.94292,-122.04723,1,09/11/2024 16:01:29,Argos,0,512,NK,,401677590.94,09/11/2024 15:58:29,1,9,0,-123,401677590.94,-122.04723,36.94292,-122.04723,36.94292,40,3,861,4841,153,100,293,108,142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254022,6218,36.94292,-122.04723,1,09/11/2024 16:01:29,Argos,0,512,NK,,401677590.94,09/11/2024 15:59:29,1,9,0,-123,401677590.94,-122.04723,36.94292,-122.04723,36.94292,40,3,861,4841,153,100,293,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
