whale_id,n_choices,mean_percentile,median_percentile,prop_above_50,prop_above_75,prop_above_90
254025,93,0.7487977915074379,0.7718120805369127,0.8817204301075269,0.5591397849462365,0.13978494623655913
254026,53,0.6469724364254907,0.6551724137931034,0.7735849056603774,0.2830188679245283,0.20754716981132076
254027,98,0.7513488433459603,0.7807096492663503,0.9081632653061225,0.5816326530612245,0.23469387755102042
254030,104,0.7421511955523008,0.7675711324665535,0.9423076923076923,0.5865384615384616,0.0673076923076923
