var,rel.inf
depth_m,45.89664676011771
dist_200m_isobath_km,41.0965720029045
sst_c,11.79855368260084
rugosity_sd_2p5km_m,1.0625014518523712
slope_deg,0.14572610252458046
sst_front_position,0
