model,tree_complexity,learning_rate,bag_fraction,best_trees,training_deviance_explained,cv_deviance,cv_deviance_se,training_auc,cv_auc,cv_auc_se
static_on_kd490_sample,1,0.001,0.5,2350,12.870927445278275,1.3593492877809825,0.16231374291516756,0.7625,0.683625,0.038884966568071014
