"whale_id","iteration","sim_id","step_id","choice_id","dTime","long","lat","used","location_type"
"254025_0",1,"254025_0_crw_001",1,"254025_0_20240512T050000",2024-05-12 05:00:00,-121.5241741,35.55347439,0,"available_crw"
"254025_0",1,"254025_0_crw_001",2,"254025_0_20240512T110000",2024-05-12 11:00:00,-121.470333857545,35.6100695402885,0,"available_crw"
"254025_0",1,"254025_0_crw_001",3,"254025_0_20240512T170000",2024-05-12 17:00:00,-121.427461497178,35.659697740292,0,"available_crw"
"254025_0",1,"254025_0_crw_001",4,"254025_0_20240512T230000",2024-05-12 23:00:00,-121.454912177258,35.6023197045862,0,"available_crw"
"254025_0",1,"254025_0_crw_001",5,"254025_0_20240513T050000",2024-05-13 05:00:00,-121.497543651593,35.5980115047373,0,"available_crw"
"254025_0",1,"254025_0_crw_001",6,"254025_0_20240513T110000",2024-05-13 11:00:00,-121.506674176588,35.6573074725417,0,"available_crw"
"254025_0",1,"254025_0_crw_001",7,"254025_0_20240513T170000",2024-05-13 17:00:00,-121.520808208994,35.5993116885314,0,"available_crw"
"254025_0",1,"254025_0_crw_001",8,"254025_0_20240513T230000",2024-05-13 23:00:00,-121.471378489092,35.6228332480691,0,"available_crw"
"254025_0",1,"254025_0_crw_001",9,"254025_0_20240514T050000",2024-05-14 05:00:00,-121.474430173087,35.5470981362398,0,"available_crw"
"254025_0",1,"254025_0_crw_001",10,"254025_0_20240514T110000",2024-05-14 11:00:00,-121.45657398422,35.5037796893684,0,"available_crw"
"254025_0",1,"254025_0_crw_001",11,"254025_0_20240514T170000",2024-05-14 17:00:00,-121.42630160752,35.5593940758466,0,"available_crw"
"254025_0",1,"254025_0_crw_001",12,"254025_0_20240514T230000",2024-05-14 23:00:00,-121.415815443648,35.6307690348908,0,"available_crw"
"254025_0",1,"254025_0_crw_001",13,"254025_0_20240515T050000",2024-05-15 05:00:00,-121.350816117522,35.6581142557625,0,"available_crw"
"254025_0",1,"254025_0_crw_001",14,"254025_0_20240515T110000",2024-05-15 11:00:00,-121.302662725208,35.6375811165873,0,"available_crw"
"254025_0",1,"254025_0_crw_001",15,"254025_0_20240515T170000",2024-05-15 17:00:00,-121.348785311325,35.7317874752116,0,"available_crw"
"254025_0",1,"254025_0_crw_001",16,"254025_0_20240515T230000",2024-05-15 23:00:00,-121.402559641801,35.6685677169858,0,"available_crw"
