whale_id,static_choices,combined_choices,retained_fraction,retained_percent
254025,154,93,0.6038961038961039,60.3896103896104
254026,185,128,0.6918918918918919,69.1891891891892
254027,154,105,0.6818181818181818,68.18181818181817
254030,151,105,0.695364238410596,69.5364238410596
