var,rel.inf
dist_200m_isobath_km,43.5436296041557
depth_m,37.91892719254814
sst_c,12.335117022273074
rugosity_sd_2p5km_m,3.4726976808890573
slope_deg,2.729628500134024
sst_front_position,0
