DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
254026,254026,UT,DS,6,0,1,89,88,17:19:57 08-Apr-2024,NP,3,36.9493,-122.0637,36.9493,-122.0637,60,,401677666,-122
254026,254026,UT,DS,1,0,0,,,17:34:20 08-Apr-2024,MB,B,36.9486,-122.0631,36.9486,-122.0631,6,,401677661,-128
254026,254026,UT,DS,1,0,0,,,16:44:01 11-Apr-2024,NP,,,,,,,,401650000,-128
254026,254026,UT,DS,4,0,0,139,40,17:16:00 11-Apr-2024,MC,2,36.7903,-121.8143,36.7903,-121.8143,50,,401677676,-125
254026,254026,UT,DS,2,0,0,178,178,18:10:42 11-Apr-2024,MB,B,36.7910,-121.8132,36.7910,-121.8132,8,,401677679,-131
254026,254026,UT,DS,1,0,0,,,18:10:42 11-Apr-2024,NN,B,36.7896,-121.8140,36.7896,-121.8140,,,401677680,-135
254026,254026,UT,DS,6,0,1,141,55,18:19:24 11-Apr-2024,NP,1,36.7962,-121.8131,36.7962,-121.8131,56,,401677682,-131
254026,254026,UT,DS,2,0,0,32,32,19:41:17 11-Apr-2024,NN,B,36.7999,-121.8023,36.7999,-121.8023,8,,401677688,-133
254026,254026,UT,DS,3,0,0,119,44,00:06:32 12-Apr-2024,CS,A,36.7942,-121.9048,36.7942,-121.9048,8,,401677664,-128
254026,254026,UT,DS,5,0,0,93,35,02:16:50 12-Apr-2024,SR,1,36.7924,-121.8426,36.7924,-121.8426,58,,401677685,-122
254026,254026,UT,DS,5,0,1,93,35,02:18:50 12-Apr-2024,A1,2,36.7989,-121.8444,36.7989,-121.8444,56,,401677687,-129
254026,254026,UT,DS,4,0,0,118,34,02:29:32 12-Apr-2024,NK,0,36.8007,-121.8581,36.8007,-121.8581,46,,401677684,-128
254026,254026,UT,DS,1,0,0,,,03:00:08 12-Apr-2024,MC,B,36.7995,-121.8553,36.7995,-121.8553,8,,401677684,-129
254026,254026,UT,DS,2,0,0,63,63,04:00:24 12-Apr-2024,SR,B,36.7918,-121.8539,36.7918,-121.8539,8,,401677684,-136
254026,254026,UT,DS,5,0,0,187,37,04:02:06 12-Apr-2024,NP,1,36.7872,-121.8758,36.7872,-121.8758,56,,401677681,-131
254026,254026,UT,DS,6,0,1,116,37,04:07:20 12-Apr-2024,NK,3,36.7850,-121.8990,36.7850,-121.8990,56,,401677681,-129
254026,254026,UT,DS,3,0,1,117,69,05:26:13 12-Apr-2024,MB,A,36.8064,-121.9571,36.8064,-121.9571,6,,401677669,-126
254026,254026,UT,DS,2,0,2,197,197,05:25:10 12-Apr-2024,NN,B,36.8046,-121.9012,36.8046,-121.9012,8,,401677671,-137
254026,254026,UT,DS,2,0,1,35,35,06:19:18 12-Apr-2024,MC,B,36.8109,-121.9536,36.8109,-121.9536,8,,401677665,-127
254026,254026,UT,DS,4,0,0,131,35,06:26:10 12-Apr-2024,O3,1,36.8060,-121.9368,36.8060,-121.9368,56,,401677672,-134
254026,254026,UT,DS,8,3,0,,,07:10:28 12-Apr-2024,NN,3,36.7926,-121.9400,36.7926,-121.9400,58,,401677674,-128
254026,254026,UT,DS,6,2,0,,,08:01:15 12-Apr-2024,O3,3,36.7769,-121.9351,36.7769,-121.9351,58,,401677673,-124
254026,254026,UT,DS,1,0,0,,,12:00:16 12-Apr-2024,SR,B,36.7510,-121.9379,36.7510,-121.9379,8,,401677684,-137
254026,254026,UT,DS,4,0,0,106,86,12:15:27 12-Apr-2024,CS,0,36.8157,-121.9384,36.8157,-121.9384,46,,401677681,-134
254026,254026,UT,DS,2,0,0,206,206,13:31:29 12-Apr-2024,SR,B,36.7912,-121.9336,36.7912,-121.9336,8,,401677677,-122
254026,254026,UT,DS,1,0,1,,,13:59:19 12-Apr-2024,CS,B,36.7864,-121.9327,36.7864,-121.9327,6,,401677670,-137
254026,254026,UT,DS,3,0,0,98,52,14:26:01 12-Apr-2024,A1,A,36.7947,-121.9257,36.7947,-121.9257,6,,401677677,-131
254026,254026,UT,DS,2,0,0,36,36,15:11:11 12-Apr-2024,SR,B,36.8122,-121.9158,36.8122,-121.9158,8,,401677673,-136
254026,254026,UT,DS,1,0,0,,,15:32:22 12-Apr-2024,CS,B,36.8109,-121.9171,36.8109,-121.9171,6,,401677685,-141
254026,254026,UT,DS,3,0,0,38,38,16:32:19 12-Apr-2024,NP,A,36.8255,-121.9395,36.8255,-121.9395,8,,401677692,-131
254026,254026,UT,DS,2,0,0,38,38,16:32:19 12-Apr-2024,NK,B,36.8221,-121.9453,36.8221,-121.9453,,,401677676,-137
254026,254026,UT,DS,1,0,0,,,16:59:57 12-Apr-2024,MC,B,36.8144,-121.9530,36.8144,-121.9530,6,,401677694,-127
254026,254026,UT,DS,2,0,0,606,606,18:05:10 12-Apr-2024,NP,B,36.8092,-121.9543,36.8092,-121.9543,8,,401677672,-135
254026,254026,UT,DS,4,0,0,99,47,18:36:00 12-Apr-2024,MC,1,36.7916,-121.9263,36.7916,-121.9263,48,,401677675,-120
254026,254026,UT,DS,4,0,1,145,46,19:29:45 12-Apr-2024,NN,2,36.7854,-121.8879,36.7854,-121.8879,58,,401677671,-133
254026,254026,UT,DS,3,0,0,102,47,20:06:41 12-Apr-2024,O3,A,36.7773,-121.9094,36.7773,-121.9094,8,,401677665,-123
254026,254026,UT,DS,2,0,0,194,194,21:41:53 12-Apr-2024,O3,B,36.7546,-121.8887,36.7546,-121.8887,8,,401677658,-136
254026,254026,UT,DS,2,0,1,64,64,23:23:31 12-Apr-2024,CS,B,36.7614,-121.8891,36.7614,-121.8891,8,,401677672,-131
254026,254026,UT,DS,5,0,0,95,31,01:03:00 13-Apr-2024,CS,0,36.7669,-121.9148,36.7669,-121.9148,48,,401677674,-128
254026,254026,UT,DS,1,0,0,,,02:02:16 13-Apr-2024,NK,B,36.7622,-121.9145,36.7622,-121.9145,8,,401677670,-137
254026,254026,UT,DS,2,0,1,158,158,03:28:37 13-Apr-2024,A1,B,36.7579,-121.9181,36.7579,-121.9181,8,,401677669,-140
254026,254026,UT,DS,3,0,1,174,158,03:28:37 13-Apr-2024,SR,A,36.7731,-121.9280,36.7731,-121.9280,8,,401677676,-132
254026,254026,UT,DS,3,0,1,116,88,04:18:31 13-Apr-2024,MC,A,36.7486,-121.9139,36.7486,-121.9139,8,,401677675,-120
254026,254026,UT,DS,4,0,0,108,30,05:32:18 13-Apr-2024,NP,0,36.7497,-121.9355,36.7497,-121.9355,48,,401677671,-131
