DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
254026,254026,UT,1.00b,89,997,98,2,2209,,,,,30,17:17:44 08-Apr-2024,13:37:41 12-Jun-2024,65,17:19:12 08-Apr-2024,13:37:41 12-Jun-2024,65,,,15:00:00 11-Apr-2024
