Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
6218,254026,3,NP,3,1,08-Apr-2024,17:19:57,36.9493,-122.0637,,401677666,-122,60,0,08-Apr-2024,17:17:44,36.9493,-122.0637,449,131,208,82,103,,,105,175,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254026,3,NP,3,1,08-Apr-2024,17:19:57,36.9493,-122.0637,,401677666,-122,60,0,08-Apr-2024,17:19:12,36.9493,-122.0637,449,131,208,82,103,,,12,1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254026,23,NP,3,1,08-Apr-2024,17:19:57,36.9493,-122.0637,,401677666,-122,60,0,08-Apr-2024,17:20:42,36.9493,-122.0637,449,131,208,82,103,,,93,16,165,253,232,151,49,17,20,69,88,210,150,3,203,30,1,255,1,201,80,0,0,,,,,,,,,
6218,254026,3,NP,3,1,08-Apr-2024,17:19:57,36.9493,-122.0637,,401677666,-122,60,0,08-Apr-2024,17:22:13,36.9493,-122.0637,449,131,208,82,103,,,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254026,3,NP,3,1,08-Apr-2024,17:19:57,36.9493,-122.0637,,401677666,-122,60,0,08-Apr-2024,17:23:43,36.9493,-122.0637,449,131,208,82,103,,,53,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254026,3,NP,3,1,08-Apr-2024,17:19:57,36.9493,-122.0637,,401677666,-122,60,0,08-Apr-2024,17:25:13,36.9493,-122.0637,449,131,208,82,103,,,64,129,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254026,3,MB,B,2,08-Apr-2024,17:34:20,36.9486,-122.0631,,401677661,-128,6,0,08-Apr-2024,17:34:20,36.9486,-122.0631,,759,955,602,90,,,78,102,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254026,3,NP, ,3,11-Apr-2024,16:44:01,,,,401650000,-128,,0,11-Apr-2024,16:44:01,,,,,,,,,,102,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254026,3,MC,2,4,11-Apr-2024,17:16:00,36.7903,-121.8143,,401677676,-125,50,0,11-Apr-2024,17:15:00,36.7903,-121.8143,418,391,1333,114,132,,,53,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254026,3,MC,2,4,11-Apr-2024,17:16:00,36.7903,-121.8143,,401677676,-125,50,0,11-Apr-2024,17:17:02,36.7903,-121.8143,418,391,1333,114,132,,,83,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
