DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
254026,254026,UT,12:27:51 14-Apr-2024,,,A,36.9746,-122.1316,CRC 15.7,12:27:51 14-Apr-2024,Status,15,178,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,12:33:34 14-Apr-2024,,,A,36.9746,-122.1316,CRC 1.6,,,177,128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,17:47:49 14-Apr-2024,,,B,37.0984,-122.4022,CRC 11.12,17:47:49 14-Apr-2024,Status,75,253,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,19:41:42 14-Apr-2024,,,A,37.1714,-122.4794,CRC 35.47,19:41:42 14-Apr-2024,Status,68,117,161,245,232,151,177,6,156,231,134,20,68,203,39,250,229,253,151,215,253,192,233,,,,,,,,,
254026,254026,UT,07:17:30 15-Apr-2024,,,1,37.3343,-122.4655,CRC 4.12,07:17:30 15-Apr-2024,Status,68,170,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,07:24:14 15-Apr-2024,,,1,37.3343,-122.4655,CRC 9.12,07:24:14 15-Apr-2024,Status,57,2,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,14:47:49 15-Apr-2024,,,B,37.3249,-122.5178,CRC 8.2,14:47:49 15-Apr-2024,Status,56,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,15:06:19 15-Apr-2024,,,B,37.3225,-122.5083,CRC 4.7,15:06:19 15-Apr-2024,Status,84,142,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,16:45:49 15-Apr-2024,,,3,37.3699,-122.5552,CRC 35.23,16:46:56 15-Apr-2024,Status,68,112,165,253,234,151,49,22,247,194,238,23,208,19,82,28,191,178,166,57,157,212,55,,,,,,,,,
254026,254026,UT,17:31:38 15-Apr-2024,,,B,37.3873,-122.5752,CRC 5.6,17:31:38 15-Apr-2024,Status,53,253,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,02:20:49 16-Apr-2024,,,B,37.5764,-122.7183,CRC 10.7,02:20:49 16-Apr-2024,Status,26,164,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,02:20:49 16-Apr-2024,,,B,37.5611,-122.6831,CRC 8.3,02:20:49 16-Apr-2024,Status,24,92,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,06:16:42 16-Apr-2024,,,0,37.6266,-122.7371,CRC 11.14,06:16:42 16-Apr-2024,Status,27,174,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,20:26:07 16-Apr-2024,,,B,37.6300,-123.0062,CRC 2.15,,,194,160,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,05:22:50 17-Apr-2024,,,A,37.4624,-123.1381,CRC 11.3,05:22:50 17-Apr-2024,Status,27,143,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,05:23:20 17-Apr-2024,,,A,37.4624,-123.1381,CRC 9.13,05:23:20 17-Apr-2024,Status,57,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,06:07:50 17-Apr-2024,,,B,37.4532,-123.1423,CRC 2.9,,,178,180,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,18:29:46 17-Apr-2024,,,B,37.3039,-123.2633,CRC 14.6,18:29:46 17-Apr-2024,Status,14,1,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,03:11:50 18-Apr-2024,,,A,37.2208,-123.2434,CRC 12.10,03:11:50 18-Apr-2024,Status,76,162,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,18:18:31 18-Apr-2024,,,B,37.0658,-123.0820,CRC 1.5,,,97,135,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,00:18:33 19-Apr-2024,,,B,37.1212,-123.1898,CRC 14.6,00:18:33 19-Apr-2024,Status,94,192,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,02:01:35 19-Apr-2024,,,B,37.2090,-123.0912,CRC 9.15,02:01:35 19-Apr-2024,Status,89,162,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,07:42:10 19-Apr-2024,,,A,37.3873,-123.0345,CRC 25.132,07:15:34 19-Apr-2024,Status,67,48,165,253,232,151,49,54,249,156,248,165,48,35,92,162,80,84,87,107,30,25,89,,,,,,,,,
254026,254026,UT,13:59:53 19-Apr-2024,,,A,37.4829,-122.8310,CRC 8.9,13:59:53 19-Apr-2024,Status,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,16:42:24 19-Apr-2024,,,B,37.5558,-122.7472,CRC 8.11,16:42:24 19-Apr-2024,Status,88,75,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,06:48:41 20-Apr-2024,,,B,37.3980,-122.6463,CRC 11.1,06:48:41 20-Apr-2024,Status,11,169,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,07:11:10 20-Apr-2024,,,B,37.4213,-122.6115,,,,98,136,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,19:40:05 20-Apr-2024,,,A,37.3907,-122.6725,CRC 3.7,19:40:05 20-Apr-2024,Status,19,143,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,03:27:10 21-Apr-2024,,,B,37.3925,-122.6151,CRC 9.13,03:27:10 21-Apr-2024,Status,57,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,07:01:41 21-Apr-2024,,,B,37.3733,-122.5549,CRC 255.150,19:07:12 25-Apr-2024,Status,95,244,204,204,230,102,115,49,156,204,115,18,99,38,155,104,37,108,104,152,87,92,159,,,,,,,,,
254026,254026,UT,14:13:31 21-Apr-2024,,,B,37.3083,-122.4619,CRC 11.7,14:13:31 21-Apr-2024,Status,27,143,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,15:59:33 21-Apr-2024,,,B,37.2810,-122.4675,CRC 15.14,15:59:33 21-Apr-2024,Status,79,121,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,04:31:24 22-Apr-2024,,,A,36.7435,-122.4895,CRC 9.12,04:31:24 22-Apr-2024,Status,73,105,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,15:13:16 22-Apr-2024,,,B,36.7251,-122.4087,CRC 15.12,15:13:16 22-Apr-2024,Status,15,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,17:47:51 22-Apr-2024,,,B,36.8520,-122.4479,CRC 59.167,17:49:12 22-Apr-2024,Status,71,112,165,253,232,151,49,22,251,71,19,21,210,37,241,16,1,117,22,216,208,255,128,,,,,,,,,
254026,254026,UT,00:13:34 24-Apr-2024,,,B,37.3171,-122.7328,CRC 11.10,00:13:34 24-Apr-2024,Status,75,156,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,02:19:31 24-Apr-2024,,,B,37.3502,-122.7939,CRC 15.9,02:19:31 24-Apr-2024,Status,15,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,03:18:43 24-Apr-2024,,,B,37.3739,-122.8037,CRC 9.14,,,249,16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,08:42:46 24-Apr-2024,,,B,37.3852,-122.8656,CRC 202.245,08:44:10 24-Apr-2024,Status,89,80,165,253,233,151,49,22,252,34,194,151,180,51,55,16,1,255,22,218,16,255,128,,,,,,,,,
254026,254026,UT,14:27:01 24-Apr-2024,,,3,37.3976,-122.9000,CRC 9.5,14:27:01 24-Apr-2024,Status,57,28,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,06:49:10 25-Apr-2024,,,B,37.6240,-122.9205,CRC 0.10,06:49:10 25-Apr-2024,Status,64,155,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,13:19:40 25-Apr-2024,,,B,37.7292,-122.8842,CRC 2.1,,,98,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,14:05:01 25-Apr-2024,,,Z,37.7327,-123.1829,CRC 38.69,14:05:01 25-Apr-2024,Status,68,208,167,56,168,179,199,219,11,101,102,242,82,31,116,160,127,96,1,39,181,254,216,,,,,,,,,
254026,254026,UT,15:02:32 25-Apr-2024,,,A,37.7302,-123.2380,CRC 5.10,15:02:32 25-Apr-2024,Status,37,129,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,15:03:11 25-Apr-2024,,,A,37.7302,-123.2380,CRC 88.7,23:08:19 27-Apr-2024,Status,75,16,165,253,161,87,16,41,189,220,132,246,73,225,139,40,88,227,144,36,30,235,147,,,,,,,,,
254026,254026,UT,00:30:03 26-Apr-2024,,,B,37.8739,-123.1815,CRC 1.9,,,97,135,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,03:12:35 26-Apr-2024,,,B,37.9786,-123.2100,CRC 15.5,03:12:35 26-Apr-2024,Status,15,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,14:19:10 26-Apr-2024,,,3,38.1057,-123.0373,CRC 193.83,15:43:55 26-Apr-2024,Status,88,48,164,253,204,134,50,120,141,62,189,236,225,161,93,195,13,229,42,4,57,192,34,,,,,,,,,
254026,254026,UT,15:26:01 26-Apr-2024,,,B,38.1312,-123.0256,CRC 2.0,,,98,128,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,02:40:57 27-Apr-2024,,,B,38.1797,-123.1412,CRC 15.9,02:40:57 27-Apr-2024,Status,15,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,02:45:33 27-Apr-2024,,,B,38.1797,-123.1412,CRC 108.159,02:47:02 27-Apr-2024,Status,77,144,165,253,232,151,49,22,253,138,240,150,212,60,203,10,1,111,22,217,112,255,128,,,,,,,,,
254026,254026,UT,08:03:05 27-Apr-2024,,,B,38.2040,-123.3172,CRC 2.9,,,98,180,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,14:58:07 27-Apr-2024,,,B,38.1532,-123.4245,CRC 193.176,14:59:38 27-Apr-2024,Status,88,48,165,253,232,151,49,22,253,187,185,150,82,62,89,10,1,69,22,218,48,215,145,,,,,,,,,
254026,254026,UT,00:06:01 29-Apr-2024,,,B,37.2550,-123.5872,CRC 15.4,00:06:01 29-Apr-2024,Status,63,89,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,03:47:15 29-Apr-2024,,,B,37.1172,-123.6972,CRC 13.12,,,13,163,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,08:11:19 29-Apr-2024,,,B,37.0095,-123.7857,CRC 12.10,08:11:19 29-Apr-2024,Status,92,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,01:02:47 30-Apr-2024,,,B,36.7523,-123.6865,CRC 7.8,01:02:47 30-Apr-2024,Status,87,73,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,13:15:50 30-Apr-2024,,,B,36.5722,-123.5936,CRC 12.15,13:15:50 30-Apr-2024,Status,92,94,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,00:18:20 01-May-2024,,,B,36.3820,-123.4085,CRC 13.1,,,109,135,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,02:07:08 01-May-2024,,,B,36.3710,-123.3761,CRC 4.2,,,100,134,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,02:21:12 01-May-2024,,,B,36.4980,-123.4582,CRC 2.13,02:21:12 01-May-2024,Status,82,74,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,12:34:33 01-May-2024,,,B,36.2962,-123.3773,CRC 245.50,12:36:12 01-May-2024,Status,94,176,165,253,232,151,49,22,240,178,67,21,16,73,223,14,1,229,22,213,128,255,192,,,,,,,,,
254026,254026,UT,18:43:55 01-May-2024,,,B,36.2459,-123.6489,CRC 15.11,18:43:55 01-May-2024,Status,95,137,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,01:19:14 02-May-2024,,,A,36.2390,-123.5700,CRC 4.14,01:19:14 02-May-2024,Status,100,132,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,06:25:09 02-May-2024,,,A,36.1119,-123.5499,CRC 12.11,06:25:09 02-May-2024,Status,92,146,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,01:49:15 03-May-2024,,,B,36.1657,-123.3399,CRC 15.6,,,143,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,02:59:56 03-May-2024,,,B,36.1612,-123.3322,CRC 9.10,02:59:56 03-May-2024,Status,57,0,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,04:54:45 03-May-2024,,,B,36.1580,-123.3070,CRC 11.5,04:54:45 03-May-2024,Status,27,158,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,12:29:01 03-May-2024,,,B,36.1596,-123.2249,CRC 11.8,12:29:01 03-May-2024,Status,27,143,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,16:23:42 03-May-2024,,,B,36.1471,-123.2036,,,,15,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,18:32:25 03-May-2024,,,B,36.1163,-123.1893,CRC 15.9,18:32:25 03-May-2024,Status,95,15,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,20:56:50 09-May-2024,,,,,,CRC 7.4,20:56:50 09-May-2024,Status,87,49,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,02:03:16 11-May-2024,,,,,,CRC 15.8,02:03:16 11-May-2024,Status,95,157,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,03:25:01 11-May-2024,,,B,36.2243,-122.3649,CRC 14.8,,,110,133,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,03:25:01 11-May-2024,,,,,,CRC 14.0,,,110,199,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,15:11:43 14-May-2024,,,,,,CRC 5.6,15:11:43 14-May-2024,Status,53,189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,18:20:50 14-May-2024,,,B,36.3145,-122.2837,CRC 5.10,18:20:50 14-May-2024,Status,53,253,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,03:13:55 15-May-2024,,,1,36.3564,-122.2478,CRC 11.8,03:13:55 15-May-2024,Status,27,143,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,07:33:56 15-May-2024,,,B,36.4137,-122.2292,CRC 15.9,07:33:56 15-May-2024,Status,15,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,21:09:07 15-May-2024,,,A,36.4905,-122.3586,CRC 5.2,,,117,249,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,21:25:11 15-May-2024,,,2,36.5023,-122.3504,CRC 14.10,21:25:11 15-May-2024,Status,94,0,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,01:08:04 16-May-2024,,,A,36.5360,-122.4031,CRC 2.7,,,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,04:31:15 16-May-2024,,,B,36.5396,-122.3885,CRC 108.82,04:33:23 16-May-2024,Status,77,144,165,253,232,151,49,22,248,18,21,212,84,92,209,6,1,116,23,192,96,127,142,,,,,,,,,
254026,254026,UT,06:19:33 16-May-2024,,,A,36.5402,-122.3773,CRC 10.4,06:19:33 16-May-2024,Status,74,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,15:08:03 16-May-2024,,,2,36.5323,-122.4075,CRC 5.6,15:08:03 16-May-2024,Status,21,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,15:12:50 16-May-2024,,,2,36.5323,-122.4075,Short Msg Type 7?,,,126,132,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,16:15:59 16-May-2024,,,0,36.4504,-122.3927,CRC 15.9,16:15:59 16-May-2024,Status,15,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,16:58:32 16-May-2024,,,B,36.4350,-122.3919,CRC 14.8,,,110,132,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,02:25:59 17-May-2024,,,A,36.4753,-122.4546,CRC 121.175,02:28:08 17-May-2024,Status,79,48,165,253,232,151,49,22,248,137,194,18,208,96,85,6,1,125,23,194,50,255,128,,,,,,,,,
254026,254026,UT,03:58:54 17-May-2024,,,B,36.4837,-122.4690,CRC 15.9,03:58:54 17-May-2024,Status,15,161,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,04:10:31 17-May-2024,,,A,36.5193,-122.5110,CRC 14.12,,,110,243,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,06:41:56 17-May-2024,,,0,36.5013,-122.5474,CRC 14.4,06:41:56 17-May-2024,Status,94,137,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,07:45:03 17-May-2024,,,0,36.4946,-122.6128,CRC 237.22,07:45:03 17-May-2024,Status,93,176,165,253,232,151,113,22,96,84,210,108,173,225,246,122,34,186,237,164,181,245,255,,,,,,,,,
254026,254026,UT,16:22:43 17-May-2024,,,A,36.6145,-122.6274,,,,110,155,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,19:49:12 17-May-2024,,,B,36.6062,-122.5512,CRC 193.155,19:49:22 17-May-2024,Status,88,48,165,253,232,151,49,150,200,207,21,147,210,99,17,6,1,157,23,191,192,255,128,,,,,,,,,
254026,254026,UT,01:42:15 18-May-2024,,,A,36.7467,-122.7200,CRC 10.4,01:42:15 18-May-2024,Status,74,173,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,01:59:04 18-May-2024,,,B,36.7404,-122.6774,CRC 14.12,01:59:04 18-May-2024,Status,78,245,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,08:38:58 18-May-2024,,,B,36.6435,-122.5898,CRC 27.111,08:41:08 18-May-2024,Status,67,112,165,253,232,151,49,22,249,34,146,18,156,229,105,6,1,176,23,193,80,255,128,,,,,,,,,
254026,254026,UT,14:14:16 18-May-2024,,,2,36.6323,-122.4878,CRC 11.14,14:14:16 18-May-2024,Status,27,143,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,16:03:16 18-May-2024,,,0,36.6342,-122.5076,CRC 11.8,16:03:16 18-May-2024,Status,27,207,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,19:05:05 18-May-2024,,,B,36.6740,-122.5013,CRC 11.14,19:05:05 18-May-2024,Status,27,142,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,20:41:45 18-May-2024,,,1,36.6860,-122.5878,CRC 152.71,20:41:45 18-May-2024,Status,83,16,165,253,232,151,49,22,249,34,159,212,40,104,16,207,87,159,195,222,201,25,18,,,,,,,,,
254026,254026,UT,01:16:21 19-May-2024,,,1,36.6212,-122.2599,CRC 3.11,,,195,135,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,01:21:09 19-May-2024,,,1,36.6212,-122.2599,CRC 1.9,01:21:09 19-May-2024,Status,81,181,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,15:30:08 19-May-2024,,,0,36.5963,-122.0218,CRC 11.14,15:30:08 19-May-2024,Status,91,12,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,17:31:07 19-May-2024,,,2,36.4840,-122.0469,CRC 7.11,17:31:07 19-May-2024,Status,23,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,18:21:39 19-May-2024,,,B,36.4941,-122.0517,CRC 11.8,18:21:39 19-May-2024,Status,107,197,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,23:03:59 19-May-2024,,,B,36.5036,-122.0016,CRC 14.8,23:03:59 19-May-2024,Status,78,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,01:13:33 20-May-2024,,,B,36.4909,-121.9973,CRC 15.11,,,127,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,02:17:01 20-May-2024,,,A,36.4545,-122.1256,CRC 12.10,02:17:01 20-May-2024,Status,92,253,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,02:18:36 20-May-2024,,,A,36.4545,-122.1256,CRC 10.2,02:18:36 20-May-2024,Status,74,189,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,05:57:56 20-May-2024,,,1,36.4429,-122.0476,CRC 9.4,05:57:56 20-May-2024,Status,89,85,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,06:02:36 20-May-2024,,,1,36.4429,-122.0476,CRC 9.0,06:02:36 20-May-2024,Status,57,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,06:26:34 20-May-2024,,,B,36.4446,-122.0600,CRC 8.9,06:26:34 20-May-2024,Status,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,14:29:37 20-May-2024,,,A,36.4349,-121.9954,CRC 2.5,14:29:37 20-May-2024,Status,66,21,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,15:06:51 20-May-2024,,,B,36.4408,-121.9957,CRC 11.2,,,155,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,19:10:07 20-May-2024,,,B,36.3551,-122.1080,CRC 6.5,19:10:07 20-May-2024,Status,86,79,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,19:14:55 20-May-2024,,,B,36.3551,-122.1080,CRC 11.2,,,107,133,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,04:08:09 21-May-2024,,,B,36.3361,-122.1402,CRC 15.12,04:08:09 21-May-2024,Status,15,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,05:20:35 21-May-2024,,,A,36.3236,-122.1578,CRC 12.2,,,124,32,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254026,254026,UT,06:16:01 21-May-2024,,,3,36.2973,-122.1658,CRC 11.3,06:16:01 21-May-2024,Status,27,135,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
