model,tree_complexity,learning_rate,bag_fraction,best_trees,training_deviance_explained,cv_deviance,cv_deviance_se,training_auc,cv_auc,cv_auc_se
static_tc2_lr001,2,0.001,0.5,2250,12.644273402993832,1.4188901298073886,0.2637001706727039,0.7432,0.6582250000000001,0.023002006253078588
