DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
254024,254024,UT,1.00b,100,3,100,4,11,,,,,90,17:18:56 08-Apr-2024,16:09:43 11-Sep-2024,156,17:20:10 08-Apr-2024,16:09:43 11-Sep-2024,156,,,15:00:00 08-Apr-2024
