model,tree_complexity,learning_rate,bag_fraction,best_trees,training_deviance_explained,cv_deviance,cv_deviance_se,training_auc,cv_auc,cv_auc_se
static_plus_kd490,1,0.001,0.5,2950,18.10694896966733,1.3047002353736792,0.19509005043355002,0.8028,0.7513,0.03481580101046075
