Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
6218,254027,3,NP,3,1,08-Apr-2024,17:20:33,36.9493,-122.0682,,401677766,-129,60,0,08-Apr-2024,17:18:20,36.9493,-122.0682,268,100,178,56,86,,,12,1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,23,NP,3,1,08-Apr-2024,17:20:33,36.9493,-122.0682,,401677766,-129,60,0,08-Apr-2024,17:19:50,36.9493,-122.0682,268,100,178,56,86,,,77,176,165,253,232,151,65,17,20,69,76,21,84,3,227,28,1,255,1,202,32,0,0,,,,,,,,,
6218,254027,3,NP,3,1,08-Apr-2024,17:20:33,36.9493,-122.0682,,401677766,-129,60,0,08-Apr-2024,17:21:18,36.9493,-122.0682,268,100,178,56,86,,,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,NP,3,1,08-Apr-2024,17:20:33,36.9493,-122.0682,,401677766,-129,60,0,08-Apr-2024,17:22:48,36.9493,-122.0682,268,100,178,56,86,,,58,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,NP,0,2,11-Apr-2024,16:37:23,36.8151,-121.7873,,401677751,-130,40,0,11-Apr-2024,16:37:05,36.8151,-121.7873,274,7323,72195,742,89,,,81,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,NP,0,2,11-Apr-2024,16:37:23,36.8151,-121.7873,,401677751,-130,40,0,11-Apr-2024,16:37:41,36.8151,-121.7873,274,7323,72195,742,89,,,109,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,NP,0,2,11-Apr-2024,16:37:23,36.8151,-121.7873,,401677751,-130,40,0,11-Apr-2024,16:40:26,36.8151,-121.7873,274,7323,72195,742,89,,,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,NP,0,2,11-Apr-2024,16:37:23,36.8151,-121.7873,,401677751,-130,40,0,11-Apr-2024,16:40:56,36.8151,-121.7873,274,7323,72195,742,89,,,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,NP,0,2,11-Apr-2024,16:37:23,36.8151,-121.7873,,401677751,-130,40,0,11-Apr-2024,16:41:39,36.8151,-121.7873,274,7323,72195,742,89,,,58,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,NK,0,3,11-Apr-2024,16:46:54,36.8089,-121.8837,,401677753,-127,46,0,11-Apr-2024,16:45:55,36.8089,-121.8837,564,1889,5801,615,65,,,95,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,NK,0,3,11-Apr-2024,16:46:54,36.8089,-121.8837,,401677753,-127,46,0,11-Apr-2024,16:47:54,36.8089,-121.8837,564,1889,5801,615,65,,,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,NK,0,3,11-Apr-2024,16:46:54,36.8089,-121.8837,,401677753,-127,46,0,11-Apr-2024,16:53:35,36.8089,-121.8837,564,1889,5801,615,65,,,69,62,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,NK,0,3,11-Apr-2024,16:46:54,36.8089,-121.8837,,401677753,-127,46,0,11-Apr-2024,16:54:11,36.8089,-121.8837,564,1889,5801,615,65,,,93,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,NK,0,3,11-Apr-2024,16:46:54,36.8089,-121.8837,,401677753,-127,46,0,11-Apr-2024,16:54:49,36.8089,-121.8837,564,1889,5801,615,65,,,102,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,NK,0,3,11-Apr-2024,16:46:54,36.8089,-121.8837,,401677753,-127,46,0,11-Apr-2024,16:55:19,36.8089,-121.8837,564,1889,5801,615,65,,,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,MC,A,4,11-Apr-2024,17:14:18,36.8075,-121.8807,,401677748,-125,6,0,11-Apr-2024,17:14:19,36.8075,-121.8807,682,182,608,54,106,,,109,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,MC,A,4,11-Apr-2024,17:14:18,36.8075,-121.8807,,401677748,-125,6,0,11-Apr-2024,17:20:57,36.8075,-121.8807,682,182,608,54,106,,,58,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254027,3,MC,A,4,11-Apr-2024,17:14:18,36.8075,-121.8807,,401677748,-125,6,0,11-Apr-2024,17:25:41,36.8075,-121.8807,682,182,608,54,106,,,82,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
