DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
254027,254027,UT,1.00b,93,1090,99,3,3486,,,,,22,17:18:20 08-Apr-2024,06:21:18 21-May-2024,43,17:18:20 08-Apr-2024,06:21:18 21-May-2024,43,,,16:00:00 11-Apr-2024
