DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
254027,254027,UT,19:33:11 16-May-2024,Argos,B,36.8372,-121.9719,6694,16535,2709,104,,,,,,
254027,254027,UT,20:34:58 16-May-2024,Argos,B,36.8445,-122.0399,1273,18389,88,101,,,,,,
254027,254027,UT,00:36:20 17-May-2024,Argos,B,36.9199,-122.3225,2476,4953,1238,97,,,,,,Lon > 4 deviations from mean
254027,254027,UT,01:01:44 17-May-2024,Argos,2,36.8174,-121.8345,488,4253,56,81,,,,,,
254027,254027,UT,02:19:42 17-May-2024,Argos,1,36.7798,-121.8495,513,1577,166,102,,,,,,
254027,254027,UT,02:25:14 17-May-2024,Argos,A,36.7847,-121.8560,1245,4218,367,89,,,,,,
254027,254027,UT,04:06:58 17-May-2024,Argos,2,36.7661,-121.8230,382,754,193,139,,,,,,
254027,254027,UT,04:09:37 17-May-2024,Argos,B,36.7764,-121.9068,17472,98390,3102,87,,,,,,
254027,254027,UT,04:11:38 17-May-2024,Argos,3,36.7706,-121.8193,212,270,165,75,,,,,,
254027,254027,UT,05:02:51 17-May-2024,Argos,0,36.7710,-121.8664,3055,92701,100,78,,,,,,
254027,254027,UT,05:19:01 17-May-2024,Argos,3,36.7726,-121.8495,157,426,57,84,,,,,,
254027,254027,UT,05:59:17 17-May-2024,Argos,B,36.7579,-121.8841,1272,9978,162,89,,,,,,
254027,254027,UT,06:05:11 17-May-2024,Argos,2,36.7595,-121.8533,420,570,309,4,,,,,,
254027,254027,UT,13:10:36 17-May-2024,Argos,1,36.6755,-121.8597,1223,3589,416,158,,,,,,
254027,254027,UT,13:11:00 17-May-2024,Argos,B,36.6749,-121.8600,594,1836,192,117,,,,,,
254027,254027,UT,13:30:20 17-May-2024,Argos,A,36.6933,-121.8650,394,4623,33,81,,,,,,
254027,254027,UT,14:42:08 17-May-2024,Argos,B,36.6851,-121.9105,814,11367,58,122,,,,,,
254027,254027,UT,15:07:33 17-May-2024,Argos,A,36.6563,-121.9241,1037,6744,159,117,,,,,,
254027,254027,UT,16:23:00 17-May-2024,Argos,3,36.6643,-121.9388,205,480,87,57,,,,,,
254027,254027,UT,16:39:53 17-May-2024,Argos,B,36.6635,-121.9471,834,1046,665,87,,,,,,
254027,254027,UT,17:15:58 17-May-2024,Argos,B,36.6614,-121.9645,1443,1823,1142,86,,,,,,
254027,254027,UT,17:18:57 17-May-2024,Argos,B,36.6644,-121.9529,1384,26393,72,90,,,,,,
254027,254027,UT,18:21:36 17-May-2024,Argos,B,36.6616,-121.9828,1628,3776,701,90,,,,,,
254027,254027,UT,18:59:09 17-May-2024,Argos,1,36.6547,-121.9635,606,3748,98,99,,,,,,
254027,254027,UT,19:25:29 17-May-2024,Argos,B,36.6554,-121.9834,1465,1980,1083,108,,,,,,
