DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
254027,254027,UT,DS,4,0,0,89,88,17:20:33 08-Apr-2024,NP,3,36.9493,-122.0682,36.9493,-122.0682,60,,401677766,-129
254027,254027,UT,DS,5,0,0,68,30,16:37:23 11-Apr-2024,NP,0,36.8151,-121.7873,36.8151,-121.7873,40,,401677751,-130
254027,254027,UT,DS,6,0,0,112,30,16:46:54 11-Apr-2024,NK,0,36.8089,-121.8837,36.8089,-121.8837,46,,401677753,-127
254027,254027,UT,DS,3,0,0,341,284,17:14:18 11-Apr-2024,MC,A,36.8075,-121.8807,36.8075,-121.8807,6,,401677748,-125
254027,254027,UT,DS,7,0,0,91,35,18:03:38 11-Apr-2024,NN,1,36.8139,-121.8572,36.8139,-121.8572,57,,401677759,-127
254027,254027,UT,DS,4,0,0,101,35,18:03:53 11-Apr-2024,MB,1,36.7995,-121.8504,36.7995,-121.8504,46,,401677752,-122
254027,254027,UT,DS,4,0,0,117,38,18:23:29 11-Apr-2024,NP,1,36.8083,-121.8642,36.8083,-121.8642,46,,401677758,-126
254027,254027,UT,DS,8,1,0,,,18:59:35 11-Apr-2024,MC,1,36.7986,-121.8615,36.7986,-121.8615,58,,401677764,-119
254027,254027,UT,DS,2,0,0,55,55,19:10:30 11-Apr-2024,O3,B,36.8015,-121.8698,36.8015,-121.8698,6,,401677770,-127
254027,254027,UT,DS,2,0,0,125,125,00:08:15 12-Apr-2024,CS,B,36.8073,-121.8550,36.8073,-121.8550,8,,401677779,-136
254027,254027,UT,DS,5,0,0,44,36,02:18:09 12-Apr-2024,SR,1,36.7951,-121.9849,36.7951,-121.9849,48,,401677768,-119
254027,254027,UT,DS,6,1,0,,,02:18:45 12-Apr-2024,A1,1,36.7998,-121.9965,36.7998,-121.9965,46,,401677771,-123
254027,254027,UT,DS,4,0,0,44,40,04:00:59 12-Apr-2024,SR,0,36.7717,-122.0393,36.7717,-122.0393,58,,401677774,-127
254027,254027,UT,DS,7,0,0,92,30,04:06:32 12-Apr-2024,NK,3,36.7686,-122.0284,36.7686,-122.0284,56,,401677763,-131
254027,254027,UT,DS,5,1,0,,,04:08:31 12-Apr-2024,NP,2,36.7684,-122.0300,36.7684,-122.0300,56,,401677770,-130
254027,254027,UT,DS,1,0,0,,,05:24:23 12-Apr-2024,MB,B,36.7634,-122.0552,36.7634,-122.0552,8,,401677771,-133
254027,254027,UT,DS,6,0,1,81,39,06:18:25 12-Apr-2024,MC,3,36.8109,-122.0617,36.8109,-122.0617,58,,401677769,-119
254027,254027,UT,DS,5,0,2,64,39,06:22:37 12-Apr-2024,O3,1,36.8054,-122.0749,36.8054,-122.0749,56,,401677770,-130
254027,254027,UT,DS,5,1,0,,,07:12:27 12-Apr-2024,NN,3,36.8242,-122.0948,36.8242,-122.0948,58,,401677770,-124
254027,254027,UT,DS,5,0,0,80,32,08:02:27 12-Apr-2024,O3,1,36.8462,-122.1087,36.8462,-122.1087,58,,401677767,-120
254027,254027,UT,DS,1,0,0,,,11:59:17 12-Apr-2024,SR,B,36.9223,-122.1871,36.9223,-122.1871,8,,401677771,-136
254027,254027,UT,DS,4,0,0,166,50,13:32:11 12-Apr-2024,SR,0,36.9384,-122.1739,36.9384,-122.1739,48,,401677768,-129
254027,254027,UT,DS,2,0,0,195,195,14:27:15 12-Apr-2024,A1,B,36.9748,-122.1872,36.9748,-122.1872,8,,401677759,-125
254027,254027,UT,DS,4,0,1,81,30,15:14:29 12-Apr-2024,SR,0,36.9726,-122.2203,36.9726,-122.2203,58,,401677759,-133
254027,254027,UT,DS,3,0,0,33,33,15:32:20 12-Apr-2024,CS,A,36.9755,-122.2293,36.9755,-122.2293,6,,401677770,-131
254027,254027,UT,DS,7,0,0,100,34,16:22:36 12-Apr-2024,NK,2,36.9628,-122.2145,36.9628,-122.2145,58,,401677768,-125
254027,254027,UT,DS,1,0,1,,,16:26:47 12-Apr-2024,NP,B,36.9968,-122.2366,36.9968,-122.2366,6,,401677776,-138
254027,254027,UT,DS,1,0,0,,,17:48:32 12-Apr-2024,MB,B,37.0042,-122.2736,37.0042,-122.2736,7,,401677798,-126
254027,254027,UT,DS,1,0,0,,,17:48:32 12-Apr-2024,NN,B,37.0239,-122.2645,37.0239,-122.2645,8,,401677781,-137
254027,254027,UT,DS,6,1,0,,,18:05:37 12-Apr-2024,NP,1,36.9751,-122.2413,36.9751,-122.2413,46,,401677769,-127
254027,254027,UT,DS,8,2,0,,,18:34:18 12-Apr-2024,MC,2,36.9720,-122.2190,36.9720,-122.2190,56,,401677770,-116
254027,254027,UT,DS,5,0,0,124,37,20:06:30 12-Apr-2024,O3,1,36.9969,-122.2317,36.9969,-122.2317,48,,401677770,-124
254027,254027,UT,DS,1,0,0,,,20:16:39 12-Apr-2024,MC,B,36.9994,-122.2350,36.9994,-122.2350,6,,401677772,-134
254027,254027,UT,DS,3,0,0,152,134,21:12:59 12-Apr-2024,NN,A,36.9877,-122.2816,36.9877,-122.2816,8,,401677772,-133
254027,254027,UT,DS,2,0,1,170,170,23:25:31 12-Apr-2024,CS,B,37.0219,-122.3659,37.0219,-122.3659,8,,401677785,-134
254027,254027,UT,DS,5,0,0,110,62,01:09:05 13-Apr-2024,CS,2,37.1132,-122.3402,37.1132,-122.3402,58,,401677777,-120
254027,254027,UT,DS,1,0,0,,,02:06:30 13-Apr-2024,NK,B,37.1399,-122.3601,37.1399,-122.3601,8,,401677786,-131
254027,254027,UT,DS,4,0,0,47,31,03:24:13 13-Apr-2024,SR,1,37.1541,-122.3464,37.1541,-122.3464,68,,401677788,-127
254027,254027,UT,DS,2,0,0,49,49,03:24:56 13-Apr-2024,A1,B,37.1624,-122.3655,37.1624,-122.3655,6,,401677785,-135
254027,254027,UT,DS,1,0,0,,,04:01:33 13-Apr-2024,NP,B,37.1780,-122.3756,37.1780,-122.3756,8,,401677784,-138
254027,254027,UT,DS,2,0,0,45,45,04:19:25 13-Apr-2024,MC,B,37.2042,-122.4303,37.2042,-122.4303,6,,401677781,-124
254027,254027,UT,DS,6,0,0,85,54,05:09:35 13-Apr-2024,MB,0,37.2471,-122.4292,37.2471,-122.4292,58,,401677782,-124
254027,254027,UT,DS,7,0,0,100,41,05:14:08 13-Apr-2024,NN,2,37.2438,-122.4539,37.2438,-122.4539,56,,401677783,-130
254027,254027,UT,DS,7,1,0,,,06:02:11 13-Apr-2024,MC,1,37.2920,-122.4499,37.2920,-122.4499,58,,401677778,-117
254027,254027,UT,DS,2,0,0,87,87,06:59:47 13-Apr-2024,NN,B,37.3479,-122.4827,37.3479,-122.4827,8,,401677763,-125
254027,254027,UT,DS,7,1,0,,,07:12:18 13-Apr-2024,O3,3,37.3231,-122.4889,37.3231,-122.4889,56,,401677779,-125
254027,254027,UT,DS,3,0,0,33,32,12:26:57 13-Apr-2024,A1,A,37.3482,-122.5305,37.3482,-122.5305,8,,401677786,-137
254027,254027,UT,DS,10,1,0,,,13:02:50 13-Apr-2024,SR,3,37.3485,-122.4982,37.3485,-122.4982,58,,401677785,-118
254027,254027,UT,DS,10,2,2,,,13:13:42 13-Apr-2024,CS,3,37.3402,-122.4962,37.3402,-122.4962,56,,401677784,-120
254027,254027,UT,DS,8,1,0,,,14:03:34 13-Apr-2024,A1,3,37.3444,-122.4936,37.3444,-122.4936,58,,401677785,-119
254027,254027,UT,DS,1,0,0,,,14:19:25 13-Apr-2024,NK,B,37.3492,-122.4957,37.3492,-122.4957,6,,401677781,-137
254027,254027,UT,DS,4,0,0,136,35,16:01:36 13-Apr-2024,NK,0,37.3704,-122.5144,37.3704,-122.5144,58,,401677781,-124
254027,254027,UT,DS,1,0,0,,,16:19:00 13-Apr-2024,NP,B,37.3705,-122.5209,37.3705,-122.5209,6,,401677782,-131
254027,254027,UT,DS,3,0,0,110,53,16:39:18 13-Apr-2024,MC,A,37.3781,-122.5822,37.3781,-122.5822,6,,401677784,-132
254027,254027,UT,DS,2,0,2,229,229,17:25:00 13-Apr-2024,MB,B,37.3933,-122.5898,37.3933,-122.5898,8,,401677792,-130
254027,254027,UT,DS,4,0,0,64,43,17:37:27 13-Apr-2024,NK,1,37.3969,-122.5857,37.3969,-122.5857,56,,401677782,-133
254027,254027,UT,DS,1,0,0,,,17:38:12 13-Apr-2024,NN,B,37.3991,-122.5876,37.3991,-122.5876,6,,401677784,-132
254027,254027,UT,DS,3,0,0,102,42,18:00:55 13-Apr-2024,NP,A,37.3835,-122.5974,37.3835,-122.5974,6,,401677775,-126
