Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
6218,254030,3,NP,1,1,08-Apr-2024,17:19:13,36.9485,-122.0504,,401677672,-127,40,0,08-Apr-2024,17:16:12,36.9485,-122.0504,539,634,1322,303,99,,,85,252,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,NP,1,1,08-Apr-2024,17:19:13,36.9485,-122.0504,,401677672,-127,40,0,08-Apr-2024,17:17:42,36.9485,-122.0504,539,634,1322,303,99,,,111,145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,NP,1,1,08-Apr-2024,17:19:13,36.9485,-122.0504,,401677672,-127,40,0,08-Apr-2024,17:19:15,36.9485,-122.0504,539,634,1322,303,99,,,12,1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,23,NP,1,1,08-Apr-2024,17:19:13,36.9485,-122.0504,,401677672,-127,40,0,08-Apr-2024,17:20:45,36.9485,-122.0504,539,634,1322,303,99,,,95,112,165,253,232,151,129,17,20,69,91,147,22,3,255,34,1,255,1,201,192,0,0,,,,,,,,,
6218,254030,3,NP,1,1,08-Apr-2024,17:19:13,36.9485,-122.0504,,401677672,-127,40,0,08-Apr-2024,17:22:13,36.9485,-122.0504,539,634,1322,303,99,,,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,NP,1,1,08-Apr-2024,17:19:13,36.9485,-122.0504,,401677672,-127,40,0,08-Apr-2024,17:23:43,36.9485,-122.0504,539,634,1322,303,99,,,63,255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,NP,1,1,08-Apr-2024,17:19:13,36.9485,-122.0504,,401677672,-127,40,0,08-Apr-2024,17:25:11,36.9485,-122.0504,539,634,1322,303,99,,,77,136,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,MB,B,2,08-Apr-2024,17:34:12,36.9488,-122.0498,,401677658,-135,6,0,08-Apr-2024,17:34:13,36.9488,-122.0498,,4311,5422,3428,91,,,70,110,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,NP,B,3,09-Apr-2024,17:10:27,36.9122,-122.0938,,401677666,-128,,0,09-Apr-2024,17:10:28,36.9122,-122.0938,,36020,74877,17327,123,,,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,MC,A,4,09-Apr-2024,18:03:44,36.8166,-122.0251,,401677701,-129,6,0,09-Apr-2024,18:03:45,36.8166,-122.0251,250,10756,401410,288,103,,,63,255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,MC,A,4,09-Apr-2024,18:03:44,36.8166,-122.0251,,401677701,-129,6,0,09-Apr-2024,18:07:17,36.8166,-122.0251,250,10756,401410,288,103,,,68,181,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,MC,A,4,09-Apr-2024,18:03:44,36.8166,-122.0251,,401677701,-129,6,0,09-Apr-2024,18:07:55,36.8166,-122.0251,250,10756,401410,288,103,,,91,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,NN,A,5,09-Apr-2024,18:28:42,36.7884,-121.9155,,401677701,-132,6,0,09-Apr-2024,18:28:42,36.7884,-121.9155,516,425,1391,130,67,,,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,NN,A,5,09-Apr-2024,18:28:42,36.7884,-121.9155,,401677701,-132,6,0,09-Apr-2024,18:30:20,36.7884,-121.9155,516,425,1391,130,67,,,54,242,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,NN,A,5,09-Apr-2024,18:28:42,36.7884,-121.9155,,401677701,-132,6,0,09-Apr-2024,18:37:18,36.7884,-121.9155,516,425,1391,130,67,,,82,55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,NP,B,6,09-Apr-2024,18:48:35,36.7861,-121.9419,,401677703,-130,6,0,09-Apr-2024,18:48:36,36.7861,-121.9419,62,496,776,316,154,,,68,202,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,NP,B,6,09-Apr-2024,18:48:35,36.7861,-121.9419,,401677703,-130,6,0,09-Apr-2024,18:49:38,36.7861,-121.9419,62,496,776,316,154,,,80,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,MC,B,7,09-Apr-2024,19:42:37,36.7530,-121.9164,,401677691,-127,8,0,09-Apr-2024,19:42:37,36.7530,-121.9164,,1260,1672,948,127,,,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,NN,B,8,09-Apr-2024,20:08:03,36.7596,-121.9221,,401677703,-131,6,0,09-Apr-2024,20:08:03,36.7596,-121.9221,,1551,2116,1136,131,,,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,O3,B,9,09-Apr-2024,20:45:14,36.7628,-121.9167,,401677687,-125,8,0,09-Apr-2024,20:45:14,36.7628,-121.9167,81,1462,2258,946,95,,,105,143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,O3,B,9,09-Apr-2024,20:45:14,36.7628,-121.9167,,401677687,-125,8,0,09-Apr-2024,20:46:35,36.7628,-121.9167,81,1462,2258,946,95,,,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,CS,A,10,09-Apr-2024,23:48:38,36.7666,-121.9224,,401677706,-131,8,0,09-Apr-2024,23:46:46,36.7666,-121.9224,183,575,3059,108,27,,,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,CS,A,10,09-Apr-2024,23:48:38,36.7666,-121.9224,,401677706,-131,8,0,09-Apr-2024,23:49:19,36.7666,-121.9224,183,575,3059,108,27,,,77,86,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,254030,3,CS,A,10,09-Apr-2024,23:48:38,36.7666,-121.9224,,401677706,-131,8,0,09-Apr-2024,23:49:49,36.7666,-121.9224,183,575,3059,108,27,,,88,155,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
