"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",254030,6218,36.9485,-122.05038,1,04/08/2024 17:19:13,Argos,0,451,NP,,401677672.48,04/08/2024 17:16:12,1,6,0,-127,401677672.48,-122.05038,36.9485,-122.05038,36.9485,40,3,634,1322,303,99,191,85,252,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254030,6218,36.9485,-122.05038,1,04/08/2024 17:19:13,Argos,0,451,NP,,401677672.48,04/08/2024 17:17:42,1,6,0,-127,401677672.48,-122.05038,36.9485,-122.05038,36.9485,40,3,634,1322,303,99,191,111,145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254030,6218,36.9485,-122.05038,1,04/08/2024 17:19:13,Argos,0,451,NP,,401677672.48,04/08/2024 17:19:15,1,6,0,-127,401677672.48,-122.05038,36.9485,-122.05038,36.9485,40,3,634,1322,303,99,191,12,1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254030,6218,36.9485,-122.05038,1,04/08/2024 17:19:13,Argos,0,451,NP,,401677672.48,04/08/2024 17:20:45,1,6,0,-127,401677672.48,-122.05038,36.9485,-122.05038,36.9485,40,3,634,1322,303,99,191,95,112,165,253,232,151,129,17,20,69,91,147,22,3,255,34,1,255,1,201,192,0,0,,,,,,,,,
"",254030,6218,36.9485,-122.05038,1,04/08/2024 17:19:13,Argos,0,451,NP,,401677672.48,04/08/2024 17:22:13,1,6,0,-127,401677672.48,-122.05038,36.9485,-122.05038,36.9485,40,3,634,1322,303,99,191,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254030,6218,36.9485,-122.05038,1,04/08/2024 17:19:13,Argos,0,451,NP,,401677672.48,04/08/2024 17:23:43,1,6,0,-127,401677672.48,-122.05038,36.9485,-122.05038,36.9485,40,3,634,1322,303,99,191,63,255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254030,6218,36.9485,-122.05038,1,04/08/2024 17:19:13,Argos,0,451,NP,,401677672.48,04/08/2024 17:25:11,1,6,0,-127,401677672.48,-122.05038,36.9485,-122.05038,36.9485,40,3,634,1322,303,99,191,77,136,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254030,6218,36.94879,-122.04983,B,04/08/2024 17:34:12,Argos,0,0,MB,,401677658.78,04/08/2024 17:34:13,1,1,0,-135,401677658.78,-122.04983,36.94879,-122.04983,36.94879,6,3,4311,5422,3428,91,1508,70,110,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254030,6218,36.91219,-122.09377,B,04/09/2024 17:10:27,Argos,0,0,NP,,401677666.81,04/09/2024 17:10:28,1,1,0,-128,401677666.81,-122.09377,36.91219,-122.09377,36.91219,0,3,36020,74877,17327,123,11592,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254030,6218,36.81656,-122.02512,A,04/09/2024 18:03:44,Argos,0,250,MC,,401677701.63,04/09/2024 18:03:45,1,3,0,-129,401677701.63,-122.02512,36.81656,-122.02512,36.81656,6,3,10756,401410,288,103,7250,63,255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
