DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
254030,254030,UT,Strong,08-Apr-2024,17:21:46,08-Apr-2024,17:20:45
254030,254030,UT,Strong,16-May-2024,02:44:24,16-May-2024,02:41:56
