model,tree_complexity,learning_rate,bag_fraction,best_trees,training_deviance_explained,cv_deviance,cv_deviance_se,training_auc,cv_auc,cv_auc_se
static_on_sst_sample,1,0.001,0.5,2300,13.850505536392586,1.3482252494291809,0.1844763702302518,0.7461,0.68165,0.03648640157647777
