DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
254025,254025,UT,20:05:14 10-Apr-2024,,,,,,CRC 219.54,20:06:18 10-Apr-2024,Status,91,112,165,253,232,151,33,21,37,80,100,165,20,4,75,54,25,191,1,195,128,15,68,,,,,,,,,
254025,254025,UT,05:40:47 11-Apr-2024,,,B,36.6466,-122.3739,CRC 6.9,05:40:47 11-Apr-2024,Status,70,110,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,12:52:15 11-Apr-2024,,,B,36.6255,-122.4416,CRC 3.10,12:52:15 11-Apr-2024,Status,67,66,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,00:38:45 12-Apr-2024,,,B,36.6671,-122.0463,CRC 12.3,00:38:45 12-Apr-2024,Status,92,48,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,07:05:25 12-Apr-2024,,,2,36.6414,-122.0452,CRC 66.42,05:47:10 11-Apr-2024,Status,72,80,165,253,232,229,194,204,213,150,242,182,177,255,30,131,22,191,73,212,198,180,227,,,,,,,,,
254025,254025,UT,05:59:10 13-Apr-2024,,,A,36.6866,-122.5360,CRC 15.5,05:59:10 13-Apr-2024,Status,15,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,05:03:51 14-Apr-2024,,,B,36.4751,-122.3020,CRC 13.8,05:03:51 14-Apr-2024,Status,93,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,08:01:26 14-Apr-2024,,,2,36.3067,-122.3039,CRC 2.14,,,98,136,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,06:37:24 15-Apr-2024,,,0,35.8883,-121.9819,CRC 97.103,06:38:45 15-Apr-2024,Status,76,48,165,253,232,151,33,21,39,154,107,102,20,50,91,14,1,30,26,146,209,255,128,,,,,,,,,
254025,254025,UT,13:13:24 15-Apr-2024,,,B,35.7522,-121.8851,CRC 8.0,13:13:24 15-Apr-2024,Status,88,146,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,03:15:46 16-Apr-2024,,,B,35.7176,-121.6863,CRC 4.0,,,132,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,12:52:33 16-Apr-2024,,,B,35.6169,-121.4523,CRC 19.133,12:52:33 16-Apr-2024,Status,66,120,165,255,236,119,196,239,37,105,129,248,3,227,58,136,0,223,141,105,80,127,192,,,,,,,,,
254025,254025,UT,16:22:46 16-Apr-2024,,,B,35.3856,-121.4867,CRC 5.10,16:22:46 16-Apr-2024,Status,85,149,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,17:24:07 16-Apr-2024,,,A,35.3729,-121.2992,CRC 15.2,17:24:07 16-Apr-2024,Status,15,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,14:21:40 17-Apr-2024,,,A,34.7550,-120.9933,CRC 9.1,14:21:40 17-Apr-2024,Status,105,135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,21:14:15 17-Apr-2024,,,2,34.9499,-121.0454,CRC 5.12,21:14:15 17-Apr-2024,Status,53,253,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,06:12:11 18-Apr-2024,,,A,35.0549,-121.2796,CRC 15.9,06:12:11 18-Apr-2024,Status,15,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,16:58:06 18-Apr-2024,,,B,35.0129,-121.1620,CRC 15.5,,,111,125,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,18:19:47 18-Apr-2024,,,B,34.9494,-121.1663,CRC 5.0,18:19:47 18-Apr-2024,Status,21,43,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,20:29:41 18-Apr-2024,,,A,34.9617,-121.1486,,,,15,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,20:31:18 18-Apr-2024,,,A,34.9617,-121.1486,CRC 9.11,20:31:18 18-Apr-2024,Status,25,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,02:01:02 19-Apr-2024,,,2,34.9240,-121.3048,CRC 11.3,02:01:02 19-Apr-2024,Status,27,135,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,07:27:22 19-Apr-2024,,,A,34.8730,-121.4519,CRC,04:43:12 22-Nov-2023,Fast-GPS,221,216,149,153,169,153,153,155,51,50,82,85,98,35,51,169,132,140,29,115,158,228,62,,,,,,,,,
254025,254025,UT,18:31:58 19-Apr-2024,,,2,35.0181,-121.5715,CRC 11.2,18:31:58 19-Apr-2024,Status,27,238,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,19:38:25 19-Apr-2024,,,2,34.9924,-121.5277,CRC 8.10,19:38:25 19-Apr-2024,Status,88,144,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,01:11:03 20-Apr-2024,,,A,34.8357,-121.3810,CRC 15.0,01:11:03 20-Apr-2024,Status,79,3,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,05:09:44 20-Apr-2024,,,1,34.8826,-121.4123,CRC 5.3,05:09:44 20-Apr-2024,Status,69,143,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,08:25:20 20-Apr-2024,,,A,34.8287,-121.4276,CRC 1.10,08:25:20 20-Apr-2024,Status,65,166,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,12:38:52 20-Apr-2024,,,A,34.7565,-121.4693,CRC 178.132,12:40:18 20-Apr-2024,Status,86,80,165,253,232,151,33,21,42,50,132,165,148,37,177,16,1,62,57,216,64,240,128,,,,,,,,,
254025,254025,UT,18:23:48 20-Apr-2024,,,B,34.7319,-121.5919,CRC 6.4,18:23:48 20-Apr-2024,Status,86,89,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,04:15:56 21-Apr-2024,,,B,34.6853,-121.6226,CRC 1.7,04:15:56 21-Apr-2024,Status,81,58,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,05:21:52 21-Apr-2024,,,B,34.7005,-121.6412,CRC 15.12,05:21:52 21-Apr-2024,Status,47,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,14:20:49 21-Apr-2024,,,2,34.7955,-121.6407,CRC 2.1,,,98,136,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,16:20:54 21-Apr-2024,,,A,34.8192,-121.5795,CRC 0.10,16:20:54 21-Apr-2024,Status,16,133,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,06:10:33 22-Apr-2024,,,A,34.4551,-121.2198,CRC 13.56,06:10:33 22-Apr-2024,Status,65,176,165,255,227,232,222,23,84,230,192,139,82,211,190,240,126,96,248,40,79,126,120,,,,,,,,,
254025,254025,UT,12:01:35 22-Apr-2024,,,B,34.3625,-121.0650,CRC 11.7,12:01:35 22-Apr-2024,Status,27,143,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,15:33:24 22-Apr-2024,,,1,34.3511,-120.8973,,,,106,136,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,19:05:52 22-Apr-2024,,,1,34.4183,-120.9361,,,,98,136,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,19:11:48 22-Apr-2024,,,1,34.4183,-120.9361,CRC 0.12,19:11:48 22-Apr-2024,Status,48,252,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,20:39:17 22-Apr-2024,,,A,34.4708,-120.9282,CRC 11.10,20:39:17 22-Apr-2024,Status,75,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254025,254025,UT,20:50:53 22-Apr-2024,,,B,34.4908,-120.9291,CRC 2.9,,,98,192,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
