"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",254025,6218,36.74655,-121.98116,B,04/11/2024 02:40:17,Argos,0,237,A1,,401677723.08,04/11/2024 02:38:19,1,2,0,-131,401677723.08,-121.98116,36.74655,-121.98116,36.74655,0,3,12889,435599,381,76,6248,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.74655,-121.98116,B,04/11/2024 02:40:17,Argos,0,237,A1,,401677723.08,04/11/2024 02:42:16,1,2,0,-131,401677723.08,-121.98116,36.74655,-121.98116,36.74655,0,3,12889,435599,381,76,6248,78,135,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.72264,-122.07616,B,04/11/2024 02:49:17,Argos,0,0,SR,,401677764.52,04/11/2024 02:49:17,1,1,0,-131,401677764.52,-122.07616,36.72264,-122.07616,36.72264,6,3,23165,169641,3163,76,5206,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.71108,-122.10919,B,04/11/2024 02:56:55,Argos,0,0,NK,,401677734.12,04/11/2024 02:56:55,1,1,0,-124,401677734.12,-122.10919,36.71108,-122.10919,36.71108,6,3,20917,107871,4055,78,4700,104,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.64193,-122.2115,B,04/11/2024 04:20:37,Argos,0,211,NP,,401677731.94,04/11/2024 04:18:52,1,2,0,-131,401677731.94,-122.2115,36.64193,-122.2115,36.64193,8,3,2254,70664,71,100,4039,87,208,165,253,232,151,33,21,37,145,62,39,84,5,119,18,1,124,29,201,80,255,128,,,,,,,,,
"",254025,6218,36.64193,-122.2115,B,04/11/2024 04:20:37,Argos,0,211,NP,,401677731.94,04/11/2024 04:22:23,1,2,0,-131,401677731.94,-122.2115,36.64193,-122.2115,36.64193,8,3,2254,70664,71,100,4039,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.66031,-122.35148,B,04/11/2024 04:33:35,Argos,0,0,NK,,401677720.01,04/11/2024 04:33:36,1,1,0,-130,401677720.01,-122.35148,36.66031,-122.35148,36.66031,6,3,685,1549,302,163,1146,75,150,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.66031,-122.35148,B,04/11/2024 04:33:35,Argos,0,0,NK,,401677720.01,04/11/2024 04:37:01,1,1,0,-130,401677720.01,-122.35148,36.66031,-122.35148,36.66031,6,3,685,1549,302,163,1146,103,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,,,,,,,256,MC,,401650000,04/11/2024 04:59:34,1,2,,,401650000,,,,,,,,,,,,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,,,,,,,256,MC,,401650000,04/11/2024 05:03:50,1,2,,,401650000,,,,,,,,,,,,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.64664,-122.37391,B,04/11/2024 05:40:47,Argos,0,0,NN,,401677698.47,04/11/2024 05:40:47,1,1,0,-128,401677698.47,-122.37391,36.64664,-122.37391,36.64664,8,3,1401,1693,1158,94,3322,70,110,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.6732,-122.38178,A,04/11/2024 06:02:13,Argos,0,141,NP,,401677688.08,04/11/2024 06:02:13,1,3,0,-126,401677688.08,-122.38178,36.6732,-122.38178,36.6732,6,3,911,6584,126,82,2573,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.6732,-122.38178,A,04/11/2024 06:02:13,Argos,0,141,NP,,401677688.08,04/11/2024 06:03:09,1,3,0,-126,401677688.08,-122.38178,36.6732,-122.38178,36.6732,6,3,911,6584,126,82,2573,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.6732,-122.38178,A,04/11/2024 06:02:13,Argos,0,141,NP,,401677688.08,04/11/2024 06:04:34,1,3,0,-126,401677688.08,-122.38178,36.6732,-122.38178,36.6732,6,3,911,6584,126,82,2573,66,155,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.67417,-122.37925,B,04/11/2024 07:05:30,Argos,0,0,O3,,401677687.35,04/11/2024 07:05:30,1,1,0,-140,401677687.35,-122.37925,36.67417,-122.37925,36.67417,8,3,1377,3038,624,82,3893,85,253,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.66929,-122.37893,B,04/11/2024 07:25:34,Argos,0,122,NN,,401677691.13,04/11/2024 07:23:32,1,2,0,-133,401677691.13,-122.37893,36.66929,-122.37893,36.66929,6,3,1140,8685,149,35,3222,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.66843,-122.391,B,04/11/2024 07:25:34,Argos,0,0,NN,,401677693.15,04/11/2024 07:25:34,1,1,0,-133,401677693.15,-122.391,36.66843,-122.391,36.66843,6,3,1858,4406,783,73,5253,71,154,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.66564,-122.37531,B,04/11/2024 12:28:51,Argos,0,0,SR,,401677688.89,04/11/2024 12:28:52,1,1,0,-131,401677688.89,-122.37531,36.66564,-122.37531,36.66564,8,3,2438,3434,1731,42,6896,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.62552,-122.44163,B,04/11/2024 12:52:14,Argos,0,0,CS,,401677682.06,04/11/2024 12:52:15,1,1,0,-140,401677682.06,-122.44163,36.62552,-122.44163,36.62552,6,3,5835,35218,966,52,16504,67,66,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.71362,-122.2251,A,04/11/2024 14:02:37,Argos,0,367,SR,,401677686.95,04/11/2024 14:00:17,1,3,0,-132,401677686.95,-122.2251,36.71362,-122.2251,36.71362,8,3,6435,211897,195,92,2552,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.71362,-122.2251,A,04/11/2024 14:02:37,Argos,0,367,SR,,401677686.95,04/11/2024 14:01:10,1,3,0,-132,401677686.95,-122.2251,36.71362,-122.2251,36.71362,8,3,6435,211897,195,92,2552,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.71362,-122.2251,A,04/11/2024 14:02:37,Argos,0,367,SR,,401677686.95,04/11/2024 14:06:24,1,3,0,-132,401677686.95,-122.2251,36.71362,-122.2251,36.71362,8,3,6435,211897,195,92,2552,64,129,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.71958,-122.19186,A,04/11/2024 14:31:34,Argos,0,194,CS,,401677684.37,04/11/2024 14:30:48,1,3,0,-136,401677684.37,-122.19186,36.71958,-122.19186,36.71958,6,3,1674,12435,225,101,1147,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.71958,-122.19186,A,04/11/2024 14:31:34,Argos,0,194,CS,,401677684.37,04/11/2024 14:32:21,1,3,0,-136,401677684.37,-122.19186,36.71958,-122.19186,36.71958,6,3,1674,12435,225,101,1147,65,132,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.71958,-122.19186,A,04/11/2024 14:31:34,Argos,0,194,CS,,401677684.37,04/11/2024 14:34:02,1,3,0,-136,401677684.37,-122.19186,36.71958,-122.19186,36.71958,6,3,1674,12435,225,101,1147,98,136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.7666,-122.09254,B,04/11/2024 17:20:15,Argos,0,283,MC,,401677704.12,04/11/2024 17:20:15,1,2,0,-127,401677704.12,-122.09254,36.7666,-122.09254,36.7666,8,3,1293,39231,42,84,3656,53,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.7666,-122.09254,B,04/11/2024 17:20:15,Argos,0,283,MC,,401677704.12,04/11/2024 17:24:58,1,2,0,-127,401677704.12,-122.09254,36.7666,-122.09254,36.7666,8,3,1293,39231,42,84,3656,76,124,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.77703,-122.05717,B,04/11/2024 18:10:55,Argos,0,0,MB,,401677711.54,04/11/2024 18:10:56,1,1,0,-133,401677711.54,-122.05717,36.77703,-122.05717,36.77703,8,3,1586,4231,594,84,4483,95,191,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.77158,-122.07966,B,04/11/2024 18:10:55,Argos,0,0,NN,,401677716.88,04/11/2024 18:10:56,1,1,0,-133,401677716.88,-122.07966,36.77158,-122.07966,36.77158,0,3,2032,6777,609,76,5746,95,191,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.74902,-122.16584,B,04/11/2024 18:23:14,Argos,0,0,NP,,401677731.82,04/11/2024 18:23:14,1,1,0,-124,401677731.82,-122.16584,36.74902,-122.16584,36.74902,6,3,738,4636,117,178,2084,53,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.74902,-122.16584,B,04/11/2024 18:23:14,Argos,0,0,NP,,401677731.82,04/11/2024 18:25:21,1,1,0,-124,401677731.82,-122.16584,36.74902,-122.16584,36.74902,6,3,738,4636,117,178,2084,73,125,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.75702,-122.14112,B,04/11/2024 18:59:32,Argos,0,0,MC,,401677712.61,04/11/2024 18:59:33,1,1,0,-122,401677712.61,-122.14112,36.75702,-122.14112,36.75702,8,3,1095,1392,860,174,3093,85,210,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.67955,-122.06148,B,04/12/2024 00:06:06,Argos,0,49,CS,,401677677.11,04/12/2024 00:05:42,1,2,0,-129,401677677.11,-122.06148,36.67955,-122.06148,36.67955,8,3,1100,4562,265,10,3108,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.67955,-122.06148,B,04/12/2024 00:06:06,Argos,0,49,CS,,401677677.11,04/12/2024 00:06:31,1,2,0,-129,401677677.11,-122.06148,36.67955,-122.06148,36.67955,8,3,1100,4562,265,10,3108,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.66712,-122.0463,B,04/12/2024 00:38:45,Argos,0,0,SR,,401677693.98,04/12/2024 00:38:45,1,1,0,-134,401677693.98,-122.0463,36.66712,-122.0463,36.66712,5,3,1109,1521,808,28,3135,92,48,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.653,-122.01692,B,04/12/2024 01:40:29,Argos,0,0,CS,,401677695.04,04/12/2024 01:40:29,1,1,0,-136,401677695.04,-122.01692,36.653,-122.01692,36.653,8,3,1493,1867,1193,56,4221,60,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.69633,-122.03,A,04/12/2024 02:13:53,Argos,0,607,SR,,401677693.16,04/12/2024 02:13:54,1,3,0,-131,401677693.16,-122.03,36.69633,-122.03,36.69633,0,3,400,7077,22,97,1121,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.64622,-122.00286,B,04/12/2024 02:13:53,Argos,0,0,A1,,401677689.49,04/12/2024 02:13:54,1,1,0,-133,401677689.49,-122.00286,36.64622,-122.00286,36.64622,8,3,1654,2075,1318,57,4677,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.69633,-122.03,A,04/12/2024 02:13:53,Argos,0,607,SR,,401677693.16,04/12/2024 02:19:44,1,3,0,-131,401677693.16,-122.03,36.69633,-122.03,36.69633,0,3,400,7077,22,97,1121,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.69633,-122.03,A,04/12/2024 02:13:53,Argos,0,607,SR,,401677693.16,04/12/2024 02:24:01,1,3,0,-131,401677693.16,-122.03,36.69633,-122.03,36.69633,0,3,400,7077,22,97,1121,82,122,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.69187,-121.99324,B,04/12/2024 02:27:28,Argos,0,31,NK,,401677695.19,04/12/2024 02:27:13,1,2,0,-129,401677695.19,-121.99324,36.69187,-121.99324,36.69187,6,2,1752,7522,408,88,2430,80,144,165,253,232,151,33,21,38,9,196,230,84,8,251,14,1,93,28,200,112,255,128,,,,,,,,,
"",254025,6218,36.69187,-121.99324,B,04/12/2024 02:27:28,Argos,0,31,NK,,401677695.19,04/12/2024 02:27:45,1,2,0,-129,401677695.19,-121.99324,36.69187,-121.99324,36.69187,6,2,1752,7522,408,88,2430,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.67913,-121.93476,A,04/12/2024 04:09:25,Argos,0,198,NP,,401677703.82,04/12/2024 04:07:44,1,3,0,-130,401677703.82,-121.93476,36.67913,-121.93476,36.67913,8,3,680,4644,99,83,974,97,135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.67913,-121.93476,A,04/12/2024 04:09:25,Argos,0,198,NP,,401677703.82,04/12/2024 04:09:29,1,3,0,-130,401677703.82,-121.93476,36.67913,-121.93476,36.67913,8,3,680,4644,99,83,974,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.67962,-121.92151,B,04/12/2024 04:10:33,Argos,0,56,NK,,401677696.71,04/12/2024 04:10:05,1,2,0,-125,401677696.71,-121.92151,36.67962,-121.92151,36.67962,6,3,810,2205,297,79,794,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.67913,-121.93476,A,04/12/2024 04:09:25,Argos,0,198,NP,,401677703.82,04/12/2024 04:11:02,1,3,0,-130,401677703.82,-121.93476,36.67913,-121.93476,36.67913,8,3,680,4644,99,83,974,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.67962,-121.92151,B,04/12/2024 04:10:33,Argos,0,56,NK,,401677696.71,04/12/2024 04:11:02,1,2,0,-125,401677696.71,-121.92151,36.67962,-121.92151,36.67962,6,3,810,2205,297,79,794,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.66926,-121.93947,A,04/12/2024 04:36:06,Argos,0,59,MC,,401677690.15,04/12/2024 04:35:36,1,3,0,-124,401677690.15,-121.93947,36.66926,-121.93947,36.66926,6,3,1554,3852,627,94,1874,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.66926,-121.93947,A,04/12/2024 04:36:06,Argos,0,59,MC,,401677690.15,04/12/2024 04:36:06,1,3,0,-124,401677690.15,-121.93947,36.66926,-121.93947,36.66926,6,3,1554,3852,627,94,1874,82,176,165,253,232,151,33,21,38,18,83,104,20,9,95,14,1,105,28,201,112,255,128,,,,,,,,,
"",254025,6218,36.66926,-121.93947,A,04/12/2024 04:36:06,Argos,0,59,MC,,401677690.15,04/12/2024 04:36:36,1,3,0,-124,401677690.15,-121.93947,36.66926,-121.93947,36.66926,6,3,1554,3852,627,94,1874,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.67874,-121.90042,B,04/12/2024 05:43:32,Argos,0,0,NP,,401677705.43,04/12/2024 05:43:33,1,1,0,-139,401677705.43,-121.90042,36.67874,-121.90042,36.67874,7,3,4662,6826,3183,88,3684,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.68161,-121.8968,B,04/12/2024 06:17:32,Argos,0,0,MC,,401677709,04/12/2024 06:17:33,1,1,0,-120,401677709,-121.8968,36.68161,-121.8968,36.68161,8,3,4607,8556,2480,78,5149,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.6414,-122.04517,2,04/12/2024 07:10:50,Argos,0,558,NN,,401677694.44,04/12/2024 07:05:25,1,5,0,-127,401677694.44,-122.04517,36.6414,-122.04517,36.6414,58,3,395,641,242,114,258,72,80,165,253,232,229,194,204,213,150,242,182,177,255,30,131,22,191,73,212,198,180,227,,,,,,,,,
"",254025,6218,36.6414,-122.04517,2,04/12/2024 07:10:50,Argos,0,558,NN,,401677694.44,04/12/2024 07:08:55,1,5,0,-127,401677694.44,-122.04517,36.6414,-122.04517,36.6414,58,3,395,641,242,114,258,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.6414,-122.04517,2,04/12/2024 07:10:50,Argos,0,558,NN,,401677694.44,04/12/2024 07:12:08,1,5,0,-127,401677694.44,-122.04517,36.6414,-122.04517,36.6414,58,3,395,641,242,114,258,65,148,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.6414,-122.04517,2,04/12/2024 07:10:50,Argos,0,558,NN,,401677694.44,04/12/2024 07:13:01,1,5,0,-127,401677694.44,-122.04517,36.6414,-122.04517,36.6414,58,3,395,641,242,114,258,87,229,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.6414,-122.04517,2,04/12/2024 07:10:50,Argos,0,558,NN,,401677694.44,04/12/2024 07:14:43,1,5,0,-127,401677694.44,-122.04517,36.6414,-122.04517,36.6414,58,3,395,641,242,114,258,100,134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.62934,-122.07244,B,04/12/2024 08:02:06,Argos,0,225,O3,,401677693.3,04/12/2024 08:00:14,1,2,0,-128,401677693.3,-122.07244,36.62934,-122.07244,36.62934,8,3,2126,47840,94,85,1969,79,146,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.62934,-122.07244,B,04/12/2024 08:02:06,Argos,0,225,O3,,401677693.3,04/12/2024 08:03:59,1,2,0,-128,401677693.3,-122.07244,36.62934,-122.07244,36.62934,8,3,2126,47840,94,85,1969,97,135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.59805,-122.25459,B,04/12/2024 13:36:33,Argos,0,78,SR,,401677641.2,04/12/2024 13:35:55,1,2,0,-129,401677641.2,-122.25459,36.59805,-122.25459,36.59805,8,3,1898,57372,62,77,5369,98,136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.59805,-122.25459,B,04/12/2024 13:36:33,Argos,0,78,SR,,401677641.2,04/12/2024 13:37:13,1,2,0,-129,401677641.2,-122.25459,36.59805,-122.25459,36.59805,8,3,1898,57372,62,77,5369,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.59866,-122.25031,B,04/12/2024 13:51:39,Argos,0,0,CS,,401677645.01,04/12/2024 13:51:40,1,1,0,-134,401677645.01,-122.25031,36.59866,-122.25031,36.59866,6,2,4187,55487,316,78,11844,60,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.55077,-122.50914,B,04/12/2024 19:38:30,Argos,0,0,NN,,401677619.05,04/12/2024 19:38:30,1,1,0,-131,401677619.05,-122.50914,36.55077,-122.50914,36.55077,8,3,4050,10458,1568,72,11455,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.49691,-122.85769,B,04/13/2024 04:20:59,Argos,0,0,MC,,401677626.25,04/13/2024 04:20:59,1,1,0,-127,401677626.25,-122.85769,36.49691,-122.85769,36.49691,8,3,6380,33011,1232,60,18047,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.68657,-122.53599,A,04/13/2024 06:00:31,Argos,0,165,MC,,401677630.24,04/13/2024 05:59:10,1,3,0,-130,401677630.24,-122.53599,36.68657,-122.53599,36.68657,8,3,2321,8090,665,52,766,15,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.68657,-122.53599,A,04/13/2024 06:00:31,Argos,0,165,MC,,401677630.24,04/13/2024 06:00:28,1,3,0,-130,401677630.24,-122.53599,36.68657,-122.53599,36.68657,8,3,2321,8090,665,52,766,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.68657,-122.53599,A,04/13/2024 06:00:31,Argos,0,165,MC,,401677630.24,04/13/2024 06:01:55,1,3,0,-130,401677630.24,-122.53599,36.68657,-122.53599,36.68657,8,3,2321,8090,665,52,766,71,68,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.69654,-122.50719,B,04/13/2024 07:13:04,Argos,0,0,O3,,401677595.88,04/13/2024 07:13:04,1,1,0,-134,401677595.88,-122.50719,36.69654,-122.50719,36.69654,8,3,9387,14281,6170,86,3100,87,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.77499,-122.39256,B,04/13/2024 13:14:52,Argos,0,0,CS,,401677618.99,04/13/2024 13:14:53,1,1,0,-129,401677618.99,-122.39256,36.77499,-122.39256,36.77499,8,3,13758,30005,6308,108,6425,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.47749,-122.24471,A,04/14/2024 00:22:13,Argos,0,357,CS,,401677655.95,04/14/2024 00:18:31,1,3,0,-134,401677655.95,-122.24471,36.47749,-122.24471,36.47749,8,3,1084,6032,194,65,502,103,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.47749,-122.24471,A,04/14/2024 00:22:13,Argos,0,357,CS,,401677655.95,04/14/2024 00:23:43,1,3,0,-134,401677655.95,-122.24471,36.47749,-122.24471,36.47749,8,3,1084,6032,194,65,502,15,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.47749,-122.24471,A,04/14/2024 00:22:13,Argos,0,357,CS,,401677655.95,04/14/2024 00:24:28,1,3,0,-134,401677655.95,-122.24471,36.47749,-122.24471,36.47749,8,3,1084,6032,194,65,502,27,143,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.47963,-122.22591,B,04/14/2024 01:16:59,Argos,0,0,SR,,401677663.8,04/14/2024 01:16:59,1,1,0,-133,401677663.8,-122.22591,36.47963,-122.22591,36.47963,8,3,6013,8319,4345,88,2786,92,204,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.47474,-122.22321,B,04/14/2024 02:07:30,Argos,0,0,CS,,401677645.43,04/14/2024 02:07:31,1,1,0,-136,401677645.43,-122.22321,36.47474,-122.22321,36.47474,8,3,6391,10721,3809,89,4187,68,176,165,253,232,151,33,21,39,8,138,165,84,13,171,16,1,190,27,209,96,255,128,,,,,,,,,
"",254025,6218,36.46352,-122.243,B,04/14/2024 02:53:23,Argos,0,171,SR,,401677670.34,04/14/2024 02:53:24,1,2,0,-127,401677670.34,-122.243,36.46352,-122.243,36.46352,6,3,1299,42063,40,101,3673,27,143,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",254025,6218,36.46352,-122.243,B,04/14/2024 02:53:23,Argos,0,171,SR,,401677670.34,04/14/2024 02:56:15,1,2,0,-127,401677670.34,-122.243,36.46352,-122.243,36.46352,6,3,1299,42063,40,101,3673,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
