DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
254025,254025,UT,DS,3,0,0,129,59,03:06:39 14-Apr-2024,A1,A,36.4897,-122.3110,36.4897,-122.3110,6,,401677658,-129
254025,254025,UT,DS,1,0,0,,,03:18:29 14-Apr-2024,NK,B,36.4901,-122.3108,36.4901,-122.3108,6,,401677662,-125
254025,254025,UT,DS,1,0,0,,,03:39:14 14-Apr-2024,NP,B,36.4901,-122.3105,36.4901,-122.3105,6,,401677654,-130
254025,254025,UT,DS,2,0,0,191,191,03:53:23 14-Apr-2024,MC,B,36.4899,-122.3093,36.4899,-122.3093,6,,401677651,-135
254025,254025,UT,DS,1,0,0,,,04:46:00 14-Apr-2024,MB,B,36.4757,-122.2999,36.4757,-122.2999,8,,401677628,-132
254025,254025,UT,DS,1,0,1,,,05:03:50 14-Apr-2024,NN,B,36.4751,-122.3020,36.4751,-122.3020,6,,401677638,-132
254025,254025,UT,DS,1,0,0,,,05:18:18 14-Apr-2024,NP,B,36.4707,-122.3047,36.4707,-122.3047,6,,401677654,-140
254025,254025,UT,DS,2,0,0,121,121,06:27:06 14-Apr-2024,O3,B,36.4261,-122.2493,36.4261,-122.2493,8,,401677636,-133
254025,254025,UT,DS,2,0,0,31,31,06:46:51 14-Apr-2024,NN,B,36.4092,-122.2592,36.4092,-122.2592,6,,401677616,-127
254025,254025,UT,DS,4,0,1,158,113,08:04:56 14-Apr-2024,O3,2,36.3067,-122.3039,36.3067,-122.3039,56,,401677655,-126
254025,254025,UT,DS,1,0,0,,,12:35:29 14-Apr-2024,SR,B,36.1361,-122.2625,36.1361,-122.2625,8,,401677629,-138
254025,254025,UT,DS,1,0,0,,,13:38:11 14-Apr-2024,A1,B,36.1150,-122.2540,36.1150,-122.2540,8,,401677632,-127
254025,254025,UT,DS,3,0,0,126,41,15:37:58 14-Apr-2024,NK,A,36.0839,-122.1360,36.0839,-122.1360,8,,401677645,-127
254025,254025,UT,DS,1,0,0,,,18:00:49 14-Apr-2024,MC,B,36.0149,-122.0844,36.0149,-122.0844,8,,401677657,-120
254025,254025,UT,DS,6,0,0,95,31,19:06:08 14-Apr-2024,NN,0,36.0117,-122.0806,36.0117,-122.0806,48,,401677660,-129
254025,254025,UT,DS,2,0,0,228,228,19:25:10 14-Apr-2024,NP,B,36.0151,-122.0899,36.0151,-122.0899,6,,401677658,-134
254025,254025,UT,DS,1,0,0,,,19:35:09 14-Apr-2024,MC,B,36.0084,-122.0872,36.0084,-122.0872,6,,401677653,-127
254025,254025,UT,DS,5,0,0,51,30,20:16:11 14-Apr-2024,O3,0,36.0191,-122.0575,36.0191,-122.0575,47,,401677663,-125
254025,254025,UT,DS,1,0,0,,,01:12:30 15-Apr-2024,NK,B,35.9628,-121.9144,35.9628,-121.9144,8,,401677682,-133
254025,254025,UT,DS,1,0,0,,,01:21:10 15-Apr-2024,CS,B,35.9816,-121.9158,35.9816,-121.9158,8,,401677676,-137
254025,254025,UT,DS,2,0,0,142,142,02:28:22 15-Apr-2024,SR,B,35.9789,-121.8826,35.9789,-121.8826,8,,401677661,-127
254025,254025,UT,DS,2,0,0,85,85,02:41:57 15-Apr-2024,A1,B,35.9925,-121.9504,35.9925,-121.9504,6,,401677665,-124
254025,254025,UT,DS,1,0,0,,,04:23:35 15-Apr-2024,MB,B,35.9629,-121.8979,35.9629,-121.8979,8,,401677638,-135
254025,254025,UT,DS,3,0,0,191,79,05:12:04 15-Apr-2024,NP,A,35.9116,-121.9894,35.9116,-121.9894,7,,401677655,-129
254025,254025,UT,DS,2,0,0,156,156,05:18:11 15-Apr-2024,MC,B,35.9483,-121.9040,35.9483,-121.9040,6,,401677633,-122
254025,254025,UT,DS,4,0,1,189,124,06:32:58 15-Apr-2024,NN,0,35.8883,-121.9819,35.8883,-121.9819,47,,401677654,-129
254025,254025,UT,DS,3,0,0,229,160,07:19:51 15-Apr-2024,O3,A,35.8580,-121.9793,35.8580,-121.9793,8,,401677655,-126
254025,254025,UT,DS,1,0,1,,,13:13:24 15-Apr-2024,A1,B,35.7522,-121.8851,35.7522,-121.8851,8,,401677697,-140
254025,254025,UT,DS,4,0,0,139,94,13:33:04 15-Apr-2024,CS,2,35.8589,-121.9026,35.8589,-121.9026,56,,401677655,-132
254025,254025,UT,DS,3,0,0,173,94,13:37:18 15-Apr-2024,SR,A,35.8635,-121.9021,35.8635,-121.9021,6,,401677654,-130
254025,254025,UT,DS,2,0,0,206,206,14:47:59 15-Apr-2024,A1,B,35.8438,-121.8930,35.8438,-121.8930,6,,401677686,-133
254025,254025,UT,DS,1,0,0,,,15:10:28 15-Apr-2024,NK,B,35.8655,-121.9228,35.8655,-121.9228,,,401677654,-135
254025,254025,UT,DS,1,0,0,,,15:10:28 15-Apr-2024,CS,B,35.8685,-121.9236,35.8685,-121.9236,6,,401677656,-132
254025,254025,UT,DS,3,0,0,85,31,16:48:33 15-Apr-2024,NK,A,35.9448,-121.9844,35.9448,-121.9844,8,,401677664,-127
254025,254025,UT,DS,3,0,0,99,50,17:35:23 15-Apr-2024,NP,A,35.9684,-122.0437,35.9684,-122.0437,8,,401677661,-129
254025,254025,UT,DS,2,0,0,319,319,17:35:55 15-Apr-2024,MC,B,35.9621,-122.0233,35.9621,-122.0233,6,,401677659,-133
254025,254025,UT,DS,4,0,0,82,30,18:57:55 15-Apr-2024,NN,1,35.9306,-122.0632,35.9306,-122.0632,58,,401677676,-128
254025,254025,UT,DS,2,0,0,37,37,23:04:03 15-Apr-2024,CS,B,35.9225,-122.0816,35.9225,-122.0816,8,,401677605,-136
254025,254025,UT,DS,2,0,0,108,108,00:38:27 16-Apr-2024,CS,B,35.7803,-122.0226,35.7803,-122.0226,6,,401677679,-131
254025,254025,UT,DS,2,0,0,86,86,01:53:12 16-Apr-2024,SR,B,35.7977,-121.8467,35.7977,-121.8467,7,,401677697,-124
254025,254025,UT,DS,1,0,0,,,02:22:41 16-Apr-2024,A1,B,35.7818,-121.8089,35.7818,-121.8089,6,,401677664,-139
254025,254025,UT,DS,5,0,0,43,34,02:24:05 16-Apr-2024,NK,1,35.7407,-121.7229,35.7407,-121.7229,56,,401677667,-123
254025,254025,UT,DS,2,0,1,47,47,03:15:22 16-Apr-2024,MC,B,35.7176,-121.6863,35.7176,-121.6863,8,,401677670,-130
254025,254025,UT,DS,4,0,0,129,50,03:19:44 16-Apr-2024,NP,2,35.7573,-121.7074,35.7573,-121.7074,56,,401677654,-136
254025,254025,UT,DS,2,0,0,201,201,04:38:51 16-Apr-2024,NN,B,35.6997,-121.6376,35.6997,-121.6376,8,,401677657,-137
254025,254025,UT,DS,2,0,0,46,46,05:01:16 16-Apr-2024,MC,B,35.7642,-121.6623,35.7642,-121.6623,6,,401677646,-124
254025,254025,UT,DS,1,0,0,,,06:18:52 16-Apr-2024,NN,B,35.7073,-121.5653,35.7073,-121.5653,8,,401677636,-127
254025,254025,UT,DS,1,0,0,,,06:37:40 16-Apr-2024,O3,B,35.7174,-121.5963,35.7174,-121.5963,6,,401677624,-132
254025,254025,UT,DS,1,0,0,,,08:12:16 16-Apr-2024,O3,B,35.6578,-121.4797,35.6578,-121.4797,7,,401677650,-134
254025,254025,UT,DS,2,0,1,175,175,12:51:05 16-Apr-2024,CS,B,35.6169,-121.4523,35.6169,-121.4523,7,,401677686,-130
254025,254025,UT,DS,2,0,0,148,148,13:07:22 16-Apr-2024,SR,B,35.5522,-121.4781,35.5522,-121.4781,8,,401677645,-131
254025,254025,UT,DS,1,0,0,,,14:27:58 16-Apr-2024,A1,B,35.4791,-121.5178,35.4791,-121.5178,7,,401677656,-141
254025,254025,UT,DS,1,0,0,,,14:28:28 16-Apr-2024,CS,B,35.4739,-121.5423,35.4739,-121.5423,6,,401677666,-138
254025,254025,UT,DS,1,0,0,,,16:22:46 16-Apr-2024,NK,B,35.4044,-121.4862,35.4044,-121.4862,8,,401677647,-135
254025,254025,UT,DS,1,0,1,,,16:22:46 16-Apr-2024,MB,B,35.3856,-121.4867,35.3856,-121.4867,8,,401677680,-135
254025,254025,UT,DS,5,0,0,90,31,17:14:36 16-Apr-2024,MC,0,35.3756,-121.3441,35.3756,-121.3441,48,,401677668,-118
254025,254025,UT,DS,3,0,1,214,38,17:16:58 16-Apr-2024,NP,A,35.3729,-121.2992,35.3729,-121.2992,6,,401677661,-132
254025,254025,UT,DS,3,0,0,244,177,18:40:26 16-Apr-2024,NN,A,35.4266,-121.2613,35.4266,-121.2613,8,,401677620,-133
254025,254025,UT,DS,2,0,0,36,36,20:23:01 16-Apr-2024,O3,B,35.3840,-121.1854,35.3840,-121.1854,8,,401677637,-125
254025,254025,UT,DS,1,0,0,,,00:00:24 17-Apr-2024,CS,B,35.2768,-120.9858,35.2768,-120.9858,8,,401677614,-137
254025,254025,UT,DS,2,0,0,46,46,01:19:54 17-Apr-2024,SR,B,35.0714,-121.1873,35.0714,-121.1873,8,,401677602,-131
254025,254025,UT,DS,1,0,0,,,01:54:11 17-Apr-2024,A1,B,35.0391,-121.1976,35.0391,-121.1976,8,,401677590,-130
254025,254025,UT,DS,1,0,0,,,01:59:56 17-Apr-2024,NK,B,35.0563,-121.2610,35.0563,-121.2610,6,,401677660,-129
254025,254025,UT,DS,1,0,0,,,03:01:25 17-Apr-2024,SR,B,35.0490,-121.1468,35.0490,-121.1468,8,,401677587,-134
254025,254025,UT,DS,1,0,0,,,03:42:55 17-Apr-2024,NK,B,35.0671,-121.1424,35.0671,-121.1424,6,,401677620,-129
254025,254025,UT,DS,2,0,0,147,147,04:35:17 17-Apr-2024,MC,B,35.0421,-121.1133,35.0421,-121.1133,7,,401677632,-122
254025,254025,UT,DS,3,0,0,194,188,04:46:45 17-Apr-2024,NP,A,35.0452,-121.0964,35.0452,-121.0964,6,,401677627,-135
254025,254025,UT,DS,3,0,0,151,148,06:05:18 17-Apr-2024,NN,A,34.9898,-121.1364,34.9898,-121.1364,8,,401677631,-128
254025,254025,UT,DS,1,0,0,,,06:13:33 17-Apr-2024,MC,B,34.9849,-121.1321,34.9849,-121.1321,6,,401677620,-132
254025,254025,UT,DS,2,0,0,126,126,07:28:28 17-Apr-2024,O3,B,34.9414,-121.0697,34.9414,-121.0697,7,,401677638,-122
254025,254025,UT,DS,2,0,0,178,178,12:09:22 17-Apr-2024,CS,B,34.7986,-120.9921,34.7986,-120.9921,8,,401677610,-137
254025,254025,UT,DS,3,0,0,143,119,12:36:20 17-Apr-2024,SR,A,34.8093,-120.9911,34.8093,-120.9911,8,,401677623,-130
254025,254025,UT,DS,3,0,1,186,51,14:21:40 17-Apr-2024,SR,A,34.7550,-120.9933,34.7550,-120.9933,8,,401677632,-125
254025,254025,UT,DS,2,0,0,125,125,15:25:27 17-Apr-2024,CS,B,34.7239,-120.9736,34.7239,-120.9736,8,,401677614,-138
254025,254025,UT,DS,5,0,0,54,31,15:59:54 17-Apr-2024,NK,0,34.8399,-120.9859,34.8399,-120.9859,46,,401677635,-125
254025,254025,UT,DS,3,0,0,198,93,17:08:31 17-Apr-2024,NP,A,34.8559,-121.0197,34.8559,-121.0197,8,,401677627,-133
254025,254025,UT,DS,2,0,0,56,56,17:34:11 17-Apr-2024,NK,B,34.8838,-121.0100,34.8838,-121.0100,6,,401677638,-133
254025,254025,UT,DS,1,0,0,,,17:44:55 17-Apr-2024,MB,B,34.8823,-121.0099,34.8823,-121.0099,6,,401677642,-133
254025,254025,UT,DS,1,0,0,,,18:38:14 17-Apr-2024,MC,B,34.9061,-121.0001,34.9061,-121.0001,8,,401677627,-132
254025,254025,UT,DS,2,0,0,544,544,20:08:35 17-Apr-2024,NN,B,34.9564,-121.0314,34.9564,-121.0314,8,,401677630,-137
254025,254025,UT,DS,5,0,1,96,31,21:10:14 17-Apr-2024,O3,2,34.9499,-121.0454,34.9499,-121.0454,58,,401677626,-138
254025,254025,UT,DS,1,0,0,,,00:59:59 18-Apr-2024,CS,B,35.0377,-121.0725,35.0377,-121.0725,8,,401677609,-136
254025,254025,UT,DS,2,0,0,345,345,02:27:41 18-Apr-2024,SR,B,35.0247,-121.0557,35.0247,-121.0557,8,,401677626,-133
254025,254025,UT,DS,3,0,0,80,73,03:05:15 18-Apr-2024,A1,A,35.0209,-121.1900,35.0209,-121.1900,8,,401677621,-131
254025,254025,UT,DS,3,0,0,190,88,03:17:57 18-Apr-2024,NK,A,35.0248,-121.1677,35.0248,-121.1677,8,,401677616,-129
254025,254025,UT,DS,1,0,0,,,05:02:49 18-Apr-2024,MB,B,35.0375,-121.2339,35.0375,-121.2339,8,,401677610,-126
254025,254025,UT,DS,3,0,1,116,45,06:12:58 18-Apr-2024,NP,A,35.0549,-121.2796,35.0549,-121.2796,8,,401677598,-135
254025,254025,UT,DS,1,0,0,,,07:35:27 18-Apr-2024,NN,B,35.0676,-121.3418,35.0676,-121.3418,8,,401677591,-129
254025,254025,UT,DS,5,0,0,124,92,08:20:26 18-Apr-2024,O3,2,35.0477,-121.2895,35.0477,-121.2895,56,,401677612,-128
254025,254025,UT,DS,2,0,0,123,123,12:03:52 18-Apr-2024,SR,B,35.0421,-121.2959,35.0421,-121.2959,8,,401677631,-136
254025,254025,UT,DS,2,0,0,36,36,13:04:18 18-Apr-2024,CS,B,35.0388,-121.3051,35.0388,-121.3051,8,,401677634,-132
254025,254025,UT,DS,1,0,0,,,13:40:47 18-Apr-2024,A1,B,35.0370,-121.2970,35.0370,-121.2970,8,,401677614,-135
254025,254025,UT,DS,3,0,0,227,110,13:43:55 18-Apr-2024,SR,A,35.0640,-121.2236,35.0640,-121.2236,8,,401677627,-130
254025,254025,UT,DS,2,0,0,330,330,15:34:14 18-Apr-2024,NK,B,35.0245,-121.2195,35.0245,-121.2195,8,,401677622,-128
254025,254025,UT,DS,2,0,0,154,154,16:35:12 18-Apr-2024,MC,B,35.0183,-121.2212,35.0183,-121.2212,8,,401677621,-126
254025,254025,UT,DS,2,0,1,211,211,16:58:06 18-Apr-2024,NP,B,35.0129,-121.1620,35.0129,-121.1620,6,,401677625,-133
254025,254025,UT,DS,1,0,0,,,17:08:07 18-Apr-2024,NK,B,35.0114,-121.1626,35.0114,-121.1626,6,,401677621,-140
254025,254025,UT,DS,1,0,0,,,17:26:52 18-Apr-2024,MB,B,35.0120,-121.1636,35.0120,-121.1636,6,,401677621,-135
254025,254025,UT,DS,1,0,0,,,18:19:08 18-Apr-2024,NN,B,35.0026,-121.1477,35.0026,-121.1477,8,,401677629,-135
254025,254025,UT,DS,2,0,1,38,38,18:19:27 18-Apr-2024,MC,B,34.9494,-121.1663,34.9494,-121.1663,6,,401677618,-124
254025,254025,UT,DS,1,0,0,,,18:43:19 18-Apr-2024,NP,B,34.9461,-121.1606,34.9461,-121.1606,6,,401677622,-139
254025,254025,UT,DS,2,0,0,51,51,20:05:44 18-Apr-2024,NN,B,34.9600,-121.1641,34.9600,-121.1641,8,,401677620,-133
254025,254025,UT,DS,3,0,2,143,97,20:30:29 18-Apr-2024,O3,A,34.9617,-121.1486,34.9617,-121.1486,6,,401677629,-128
254025,254025,UT,DS,1,0,0,,,00:19:37 19-Apr-2024,CS,B,34.9796,-121.1712,34.9796,-121.1712,8,,401677659,-135
254025,254025,UT,DS,5,0,1,46,33,01:59:14 19-Apr-2024,SR,2,34.9240,-121.3048,34.9240,-121.3048,58,,401677618,-125
254025,254025,UT,DS,2,0,0,172,172,05:30:11 19-Apr-2024,MC,B,34.9085,-121.3831,34.9085,-121.3831,8,,401677610,-125
254025,254025,UT,DS,2,0,0,77,77,06:03:42 19-Apr-2024,NP,B,34.8853,-121.4007,34.8853,-121.4007,8,,401677603,-130
254025,254025,UT,DS,3,0,1,106,93,07:23:49 19-Apr-2024,NN,A,34.8730,-121.4519,34.8730,-121.4519,8,,401677611,-137
254025,254025,UT,DS,1,0,0,,,07:32:01 19-Apr-2024,O3,B,34.8730,-121.4518,34.8730,-121.4518,6,,401677610,-130
254025,254025,UT,DS,3,0,0,165,151,13:15:48 19-Apr-2024,SR,A,34.9016,-121.5571,34.9016,-121.5571,8,,401677624,-131
254025,254025,UT,DS,1,0,0,,,13:17:04 19-Apr-2024,A1,B,34.9013,-121.5581,34.9013,-121.5581,6,,401677624,-137
254025,254025,UT,DS,3,0,0,194,123,14:07:13 19-Apr-2024,CS,A,34.9333,-121.5580,34.9333,-121.5580,8,,401677627,-131
254025,254025,UT,DS,2,0,0,41,41,18:08:36 19-Apr-2024,NN,B,34.9876,-121.6027,34.9876,-121.6027,8,,401677599,-130
254025,254025,UT,DS,4,0,1,131,30,18:26:38 19-Apr-2024,NP,2,35.0181,-121.5715,35.0181,-121.5715,56,,401677597,-133
254025,254025,UT,DS,5,0,1,98,36,19:41:38 19-Apr-2024,O3,2,34.9924,-121.5277,34.9924,-121.5277,58,,401677621,-126
254025,254025,UT,DS,1,0,0,,,19:44:59 19-Apr-2024,NN,B,34.9924,-121.5277,34.9924,-121.5277,6,,401677609,-137
254025,254025,UT,DS,2,0,0,210,210,23:34:57 19-Apr-2024,CS,B,34.8782,-121.3764,34.8782,-121.3764,8,,401677603,-137
254025,254025,UT,DS,3,0,1,221,147,01:15:09 20-Apr-2024,CS,A,34.8357,-121.3810,34.8357,-121.3810,7,,401677627,-125
254025,254025,UT,DS,1,0,0,,,01:27:08 20-Apr-2024,SR,B,34.8362,-121.3807,34.8362,-121.3807,6,,401677622,-131
254025,254025,UT,DS,5,0,0,65,52,02:18:16 20-Apr-2024,A1,1,34.8645,-121.3952,34.8645,-121.3952,47,,401677635,-126
254025,254025,UT,DS,1,0,0,,,02:21:28 20-Apr-2024,NK,B,34.8311,-121.3725,34.8311,-121.3725,6,,401677645,-133
254025,254025,UT,DS,1,0,0,,,03:09:44 20-Apr-2024,SR,B,34.8559,-121.3760,34.8559,-121.3760,8,,401677604,-130
254025,254025,UT,DS,1,0,0,,,04:10:18 20-Apr-2024,NP,B,34.8818,-121.4043,34.8818,-121.4043,7,,401677633,-128
254025,254025,UT,DS,1,0,0,,,04:22:30 20-Apr-2024,MB,B,34.8791,-121.3971,34.8791,-121.3971,6,,401677625,-135
254025,254025,UT,DS,4,0,1,123,78,05:12:21 20-Apr-2024,MC,1,34.8826,-121.4123,34.8826,-121.4123,58,,401677616,-124
254025,254025,UT,DS,1,0,0,,,06:48:23 20-Apr-2024,O3,B,34.8871,-121.4262,34.8871,-121.4262,8,,401677606,-135
254025,254025,UT,DS,3,0,1,110,103,08:27:07 20-Apr-2024,O3,A,34.8287,-121.4276,34.8287,-121.4276,8,,401677617,-130
254025,254025,UT,DS,3,0,1,57,43,12:39:01 20-Apr-2024,SR,A,34.7565,-121.4693,34.7565,-121.4693,8,,401677620,-129
254025,254025,UT,DS,2,0,0,252,252,13:27:35 20-Apr-2024,CS,B,34.7269,-121.5042,34.7269,-121.5042,7,,401677630,-128
254025,254025,UT,DS,4,0,0,138,45,14:21:15 20-Apr-2024,SR,2,34.6972,-121.5315,34.6972,-121.5315,58,,401677632,-127
254025,254025,UT,DS,4,0,0,117,109,16:20:25 20-Apr-2024,NK,1,34.7086,-121.5811,34.7086,-121.5811,48,,401677630,-128
254025,254025,UT,DS,1,0,0,,,16:32:48 20-Apr-2024,NP,B,34.7037,-121.5919,34.7037,-121.5919,6,,401677635,-137
254025,254025,UT,DS,3,0,0,227,185,17:32:53 20-Apr-2024,MC,A,34.7320,-121.5842,34.7320,-121.5842,8,,401677625,-119
254025,254025,UT,DS,1,0,0,,,18:09:15 20-Apr-2024,NP,B,34.7305,-121.5940,34.7305,-121.5940,8,,401677619,-137
254025,254025,UT,DS,1,0,1,,,18:23:47 20-Apr-2024,MB,B,34.7319,-121.5919,34.7319,-121.5919,6,,401677617,-136
254025,254025,UT,DS,1,0,0,,,18:59:56 20-Apr-2024,O3,B,34.7305,-121.6025,34.7305,-121.6025,8,,401677614,-136
254025,254025,UT,DS,1,0,0,,,19:12:08 20-Apr-2024,MC,B,34.7287,-121.5977,34.7287,-121.5977,8,,401677593,-131
254025,254025,UT,DS,1,0,0,,,20:36:02 20-Apr-2024,O3,B,34.7406,-121.6049,34.7406,-121.6049,8,,401677585,-138
254025,254025,UT,DS,3,0,0,90,42,02:12:03 21-Apr-2024,CS,A,34.6940,-121.5988,34.6940,-121.5988,8,,401677635,-129
