"id","date","lc","lon","lat"
"254025",2024-04-14 18:00:49,"B",-122.0844,36.0149
"254025",2024-04-14 19:06:08,"0",-122.0806,36.0117
"254025",2024-04-14 19:06:08,"0",-122.0806,36.0117
"254025",2024-04-14 19:06:08,"0",-122.0806,36.0117
"254025",2024-04-14 19:06:08,"0",-122.0806,36.0117
"254025",2024-04-14 19:06:08,"0",-122.0806,36.0117
"254025",2024-04-14 19:06:08,"0",-122.0806,36.0117
"254025",2024-04-14 19:25:10,"B",-122.0899,36.0151
"254025",2024-04-14 19:25:10,"B",-122.0899,36.0151
"254025",2024-04-14 19:35:09,"B",-122.0872,36.0084
"254025",2024-04-14 20:16:11,"0",-122.0575,36.0191
"254025",2024-04-14 20:16:11,"0",-122.0575,36.0191
"254025",2024-04-14 20:16:11,"0",-122.0575,36.0191
"254025",2024-04-14 20:16:11,"0",-122.0575,36.0191
"254025",2024-04-14 20:16:11,"0",-122.0575,36.0191
"254025",2024-04-15 01:12:30,"B",-121.9144,35.9628
"254025",2024-04-15 01:21:10,"B",-121.9158,35.9816
"254025",2024-04-15 02:28:22,"B",-121.8826,35.9789
"254025",2024-04-15 02:28:22,"B",-121.8826,35.9789
"254025",2024-04-15 02:41:57,"B",-121.9504,35.9925
"254025",2024-04-15 02:41:57,"B",-121.9504,35.9925
"254025",2024-04-15 04:23:35,"B",-121.8979,35.9629
"254025",2024-04-15 05:12:04,"A",-121.9894,35.9116
"254025",2024-04-15 05:12:04,"A",-121.9894,35.9116
"254025",2024-04-15 05:12:04,"A",-121.9894,35.9116
"254025",2024-04-15 05:18:11,"B",-121.904,35.9483
"254025",2024-04-15 05:18:11,"B",-121.904,35.9483
"254025",2024-04-15 06:32:58,"0",-121.9819,35.8883
"254025",2024-04-15 06:32:58,"0",-121.9819,35.8883
"254025",2024-04-15 06:32:58,"0",-121.9819,35.8883
"254025",2024-04-15 06:32:58,"0",-121.9819,35.8883
"254025",2024-04-15 07:19:51,"A",-121.9793,35.858
"254025",2024-04-15 07:19:51,"A",-121.9793,35.858
"254025",2024-04-15 07:19:51,"A",-121.9793,35.858
"254025",2024-04-15 13:13:24,"B",-121.8851,35.7522
"254025",2024-04-15 13:33:04,"2",-121.9026,35.8589
"254025",2024-04-15 13:33:04,"2",-121.9026,35.8589
"254025",2024-04-15 13:33:04,"2",-121.9026,35.8589
"254025",2024-04-15 13:33:04,"2",-121.9026,35.8589
"254025",2024-04-15 13:37:18,"A",-121.9021,35.8635
"254025",2024-04-15 13:37:18,"A",-121.9021,35.8635
"254025",2024-04-15 13:37:18,"A",-121.9021,35.8635
"254025",2024-04-15 14:47:59,"B",-121.893,35.8438
"254025",2024-04-15 14:47:59,"B",-121.893,35.8438
"254025",2024-04-15 15:10:28,"B",-121.9228,35.8655
"254025",2024-04-15 15:10:28,"B",-121.9236,35.8685
"254025",2024-04-15 16:48:33,"A",-121.9844,35.9448
"254025",2024-04-15 16:48:33,"A",-121.9844,35.9448
"254025",2024-04-15 16:48:33,"A",-121.9844,35.9448
"254025",2024-04-15 17:35:23,"A",-122.0437,35.9684
"254025",2024-04-15 17:35:23,"A",-122.0437,35.9684
"254025",2024-04-15 17:35:23,"A",-122.0437,35.9684
"254025",2024-04-15 17:35:55,"B",-122.0233,35.9621
"254025",2024-04-15 17:35:55,"B",-122.0233,35.9621
"254025",2024-04-15 18:57:55,"1",-122.0632,35.9306
"254025",2024-04-15 18:57:55,"1",-122.0632,35.9306
"254025",2024-04-15 18:57:55,"1",-122.0632,35.9306
"254025",2024-04-15 18:57:55,"1",-122.0632,35.9306
"254025",2024-04-15 23:04:03,"B",-122.0816,35.9225
"254025",2024-04-15 23:04:03,"B",-122.0816,35.9225
"254025",2024-04-16 00:38:27,"B",-122.0226,35.7803
"254025",2024-04-16 00:38:27,"B",-122.0226,35.7803
"254025",2024-04-16 01:53:12,"B",-121.8467,35.7977
"254025",2024-04-16 01:53:12,"B",-121.8467,35.7977
"254025",2024-04-16 02:22:41,"B",-121.8089,35.7818
"254025",2024-04-16 02:24:05,"1",-121.7229,35.7407
"254025",2024-04-16 02:24:05,"1",-121.7229,35.7407
"254025",2024-04-16 02:24:05,"1",-121.7229,35.7407
"254025",2024-04-16 02:24:05,"1",-121.7229,35.7407
"254025",2024-04-16 02:24:05,"1",-121.7229,35.7407
"254025",2024-04-16 03:15:22,"B",-121.6863,35.7176
"254025",2024-04-16 03:15:22,"B",-121.6863,35.7176
"254025",2024-04-16 03:19:44,"2",-121.7074,35.7573
"254025",2024-04-16 03:19:44,"2",-121.7074,35.7573
"254025",2024-04-16 03:19:44,"2",-121.7074,35.7573
"254025",2024-04-16 03:19:44,"2",-121.7074,35.7573
"254025",2024-04-16 04:38:51,"B",-121.6376,35.6997
"254025",2024-04-16 04:38:51,"B",-121.6376,35.6997
"254025",2024-04-16 05:01:16,"B",-121.6623,35.7642
"254025",2024-04-16 05:01:16,"B",-121.6623,35.7642
"254025",2024-04-16 06:18:52,"B",-121.5653,35.7073
"254025",2024-04-16 06:37:40,"B",-121.5963,35.7174
"254025",2024-04-16 08:12:16,"B",-121.4797,35.6578
"254025",2024-04-16 12:51:05,"B",-121.4523,35.6169
"254025",2024-04-16 12:51:05,"B",-121.4523,35.6169
"254025",2024-04-16 13:07:22,"B",-121.4781,35.5522
"254025",2024-04-16 13:07:22,"B",-121.4781,35.5522
"254025",2024-04-16 14:27:58,"B",-121.5178,35.4791
"254025",2024-04-16 14:28:28,"B",-121.5423,35.4739
"254025",2024-04-16 16:22:46,"B",-121.4862,35.4044
"254025",2024-04-16 16:22:46,"B",-121.4867,35.3856
"254025",2024-04-16 17:14:36,"0",-121.3441,35.3756
"254025",2024-04-16 17:14:36,"0",-121.3441,35.3756
"254025",2024-04-16 17:14:36,"0",-121.3441,35.3756
"254025",2024-04-16 17:14:36,"0",-121.3441,35.3756
"254025",2024-04-16 17:14:36,"0",-121.3441,35.3756
"254025",2024-04-16 17:16:58,"A",-121.2992,35.3729
"254025",2024-04-16 17:16:58,"A",-121.2992,35.3729
"254025",2024-04-16 17:16:58,"A",-121.2992,35.3729
"254025",2024-04-16 18:40:26,"A",-121.2613,35.4266
"254025",2024-04-16 18:40:26,"A",-121.2613,35.4266
"254025",2024-04-16 18:40:26,"A",-121.2613,35.4266
"254025",2024-04-16 20:23:01,"B",-121.1854,35.384
"254025",2024-04-16 20:23:01,"B",-121.1854,35.384
"254025",2024-04-17 00:00:24,"B",-120.9858,35.2768
"254025",2024-04-17 01:19:54,"B",-121.1873,35.0714
"254025",2024-04-17 01:19:54,"B",-121.1873,35.0714
"254025",2024-04-17 01:54:11,"B",-121.1976,35.0391
"254025",2024-04-17 01:59:56,"B",-121.261,35.0563
"254025",2024-04-17 03:01:25,"B",-121.1468,35.049
"254025",2024-04-17 03:42:55,"B",-121.1424,35.0671
"254025",2024-04-17 04:35:17,"B",-121.1133,35.0421
"254025",2024-04-17 04:35:17,"B",-121.1133,35.0421
"254025",2024-04-17 04:46:45,"A",-121.0964,35.0452
"254025",2024-04-17 04:46:45,"A",-121.0964,35.0452
"254025",2024-04-17 04:46:45,"A",-121.0964,35.0452
"254025",2024-04-17 06:05:18,"A",-121.1364,34.9898
"254025",2024-04-17 06:05:18,"A",-121.1364,34.9898
"254025",2024-04-17 06:05:18,"A",-121.1364,34.9898
"254025",2024-04-17 06:13:33,"B",-121.1321,34.9849
"254025",2024-04-17 07:28:28,"B",-121.0697,34.9414
"254025",2024-04-17 07:28:28,"B",-121.0697,34.9414
"254025",2024-04-17 12:09:22,"B",-120.9921,34.7986
"254025",2024-04-17 12:09:22,"B",-120.9921,34.7986
"254025",2024-04-17 12:36:20,"A",-120.9911,34.8093
"254025",2024-04-17 12:36:20,"A",-120.9911,34.8093
"254025",2024-04-17 12:36:20,"A",-120.9911,34.8093
"254025",2024-04-17 14:21:40,"A",-120.9933,34.755
"254025",2024-04-17 14:21:40,"A",-120.9933,34.755
"254025",2024-04-17 14:21:40,"A",-120.9933,34.755
"254025",2024-04-17 15:25:27,"B",-120.9736,34.7239
"254025",2024-04-17 15:25:27,"B",-120.9736,34.7239
"254025",2024-04-17 15:59:54,"0",-120.9859,34.8399
"254025",2024-04-17 15:59:54,"0",-120.9859,34.8399
"254025",2024-04-17 15:59:54,"0",-120.9859,34.8399
"254025",2024-04-17 15:59:54,"0",-120.9859,34.8399
"254025",2024-04-17 15:59:54,"0",-120.9859,34.8399
"254025",2024-04-17 17:08:31,"A",-121.0197,34.8559
"254025",2024-04-17 17:08:31,"A",-121.0197,34.8559
"254025",2024-04-17 17:08:31,"A",-121.0197,34.8559
"254025",2024-04-17 17:34:11,"B",-121.01,34.8838
"254025",2024-04-17 17:34:11,"B",-121.01,34.8838
"254025",2024-04-17 17:44:55,"B",-121.0099,34.8823
"254025",2024-04-17 18:38:14,"B",-121.0001,34.9061
"254025",2024-04-17 20:08:35,"B",-121.0314,34.9564
"254025",2024-04-17 20:08:35,"B",-121.0314,34.9564
"254025",2024-04-17 21:10:14,"2",-121.0454,34.9499
"254025",2024-04-17 21:10:14,"2",-121.0454,34.9499
"254025",2024-04-17 21:10:14,"2",-121.0454,34.9499
"254025",2024-04-17 21:10:14,"2",-121.0454,34.9499
"254025",2024-04-17 21:10:14,"2",-121.0454,34.9499
"254025",2024-04-18 00:59:59,"B",-121.0725,35.0377
"254025",2024-04-18 02:27:41,"B",-121.0557,35.0247
"254025",2024-04-18 02:27:41,"B",-121.0557,35.0247
"254025",2024-04-18 03:05:15,"A",-121.19,35.0209
"254025",2024-04-18 03:05:15,"A",-121.19,35.0209
"254025",2024-04-18 03:05:15,"A",-121.19,35.0209
"254025",2024-04-18 03:17:57,"A",-121.1677,35.0248
"254025",2024-04-18 03:17:57,"A",-121.1677,35.0248
"254025",2024-04-18 03:17:57,"A",-121.1677,35.0248
"254025",2024-04-18 05:02:49,"B",-121.2339,35.0375
"254025",2024-04-18 06:12:58,"A",-121.2796,35.0549
"254025",2024-04-18 06:12:58,"A",-121.2796,35.0549
"254025",2024-04-18 06:12:58,"A",-121.2796,35.0549
"254025",2024-04-18 07:35:27,"B",-121.3418,35.0676
"254025",2024-04-18 08:20:26,"2",-121.2895,35.0477
"254025",2024-04-18 08:20:26,"2",-121.2895,35.0477
"254025",2024-04-18 08:20:26,"2",-121.2895,35.0477
"254025",2024-04-18 08:20:26,"2",-121.2895,35.0477
"254025",2024-04-18 08:20:26,"2",-121.2895,35.0477
"254025",2024-04-18 12:03:52,"B",-121.2959,35.0421
"254025",2024-04-18 12:03:52,"B",-121.2959,35.0421
"254025",2024-04-18 13:04:18,"B",-121.3051,35.0388
"254025",2024-04-18 13:04:18,"B",-121.3051,35.0388
"254025",2024-04-18 13:40:47,"B",-121.297,35.037
"254025",2024-04-18 13:43:55,"A",-121.2236,35.064
"254025",2024-04-18 13:43:55,"A",-121.2236,35.064
"254025",2024-04-18 13:43:55,"A",-121.2236,35.064
"254025",2024-04-18 15:34:14,"B",-121.2195,35.0245
"254025",2024-04-18 15:34:14,"B",-121.2195,35.0245
"254025",2024-04-18 16:35:12,"B",-121.2212,35.0183
"254025",2024-04-18 16:35:12,"B",-121.2212,35.0183
"254025",2024-04-18 16:58:06,"B",-121.162,35.0129
"254025",2024-04-18 16:58:06,"B",-121.162,35.0129
"254025",2024-04-18 17:08:07,"B",-121.1626,35.0114
"254025",2024-04-18 17:26:52,"B",-121.1636,35.012
"254025",2024-04-18 18:19:08,"B",-121.1477,35.0026
"254025",2024-04-18 18:19:27,"B",-121.1663,34.9494
"254025",2024-04-18 18:19:27,"B",-121.1663,34.9494
"254025",2024-04-18 18:43:19,"B",-121.1606,34.9461
"254025",2024-04-18 20:05:44,"B",-121.1641,34.96
"254025",2024-04-18 20:05:44,"B",-121.1641,34.96
"254025",2024-04-18 20:30:29,"A",-121.1486,34.9617
"254025",2024-04-18 20:30:29,"A",-121.1486,34.9617
"254025",2024-04-18 20:30:29,"A",-121.1486,34.9617
"254025",2024-04-19 00:19:37,"B",-121.1712,34.9796
"254025",2024-04-19 01:59:14,"2",-121.3048,34.924
"254025",2024-04-19 01:59:14,"2",-121.3048,34.924
"254025",2024-04-19 01:59:14,"2",-121.3048,34.924
"254025",2024-04-19 01:59:14,"2",-121.3048,34.924
"254025",2024-04-19 01:59:14,"2",-121.3048,34.924
"254025",2024-04-19 05:30:11,"B",-121.3831,34.9085
"254025",2024-04-19 05:30:11,"B",-121.3831,34.9085
"254025",2024-04-19 06:03:42,"B",-121.4007,34.8853
"254025",2024-04-19 06:03:42,"B",-121.4007,34.8853
"254025",2024-04-19 07:23:49,"A",-121.4519,34.873
"254025",2024-04-19 07:23:49,"A",-121.4519,34.873
"254025",2024-04-19 07:23:49,"A",-121.4519,34.873
"254025",2024-04-19 07:32:01,"B",-121.4518,34.873
"254025",2024-04-19 13:15:48,"A",-121.5571,34.9016
"254025",2024-04-19 13:15:48,"A",-121.5571,34.9016
"254025",2024-04-19 13:15:48,"A",-121.5571,34.9016
"254025",2024-04-19 13:17:04,"B",-121.5581,34.9013
"254025",2024-04-19 14:07:13,"A",-121.558,34.9333
"254025",2024-04-19 14:07:13,"A",-121.558,34.9333
"254025",2024-04-19 14:07:13,"A",-121.558,34.9333
"254025",2024-04-19 18:08:36,"B",-121.6027,34.9876
"254025",2024-04-19 18:08:36,"B",-121.6027,34.9876
"254025",2024-04-19 18:26:38,"2",-121.5715,35.0181
"254025",2024-04-19 18:26:38,"2",-121.5715,35.0181
"254025",2024-04-19 18:26:38,"2",-121.5715,35.0181
"254025",2024-04-19 18:26:38,"2",-121.5715,35.0181
"254025",2024-04-19 19:41:38,"2",-121.5277,34.9924
"254025",2024-04-19 19:41:38,"2",-121.5277,34.9924
"254025",2024-04-19 19:41:38,"2",-121.5277,34.9924
"254025",2024-04-19 19:41:38,"2",-121.5277,34.9924
"254025",2024-04-19 19:41:38,"2",-121.5277,34.9924
"254025",2024-04-19 19:44:59,"B",-121.5277,34.9924
"254025",2024-04-19 23:34:57,"B",-121.3764,34.8782
"254025",2024-04-19 23:34:57,"B",-121.3764,34.8782
"254025",2024-04-20 01:15:09,"A",-121.381,34.8357
"254025",2024-04-20 01:15:09,"A",-121.381,34.8357
"254025",2024-04-20 01:15:09,"A",-121.381,34.8357
"254025",2024-04-20 01:27:08,"B",-121.3807,34.8362
"254025",2024-04-20 02:18:16,"1",-121.3952,34.8645
"254025",2024-04-20 02:18:16,"1",-121.3952,34.8645
"254025",2024-04-20 02:18:16,"1",-121.3952,34.8645
"254025",2024-04-20 02:18:16,"1",-121.3952,34.8645
"254025",2024-04-20 02:18:16,"1",-121.3952,34.8645
"254025",2024-04-20 02:21:28,"B",-121.3725,34.8311
"254025",2024-04-20 03:09:44,"B",-121.376,34.8559
"254025",2024-04-20 04:10:18,"B",-121.4043,34.8818
"254025",2024-04-20 04:22:30,"B",-121.3971,34.8791
"254025",2024-04-20 05:12:21,"1",-121.4123,34.8826
"254025",2024-04-20 05:12:21,"1",-121.4123,34.8826
"254025",2024-04-20 05:12:21,"1",-121.4123,34.8826
"254025",2024-04-20 05:12:21,"1",-121.4123,34.8826
"254025",2024-04-20 06:48:23,"B",-121.4262,34.8871
"254025",2024-04-20 08:27:07,"A",-121.4276,34.8287
"254025",2024-04-20 08:27:07,"A",-121.4276,34.8287
"254025",2024-04-20 08:27:07,"A",-121.4276,34.8287
"254025",2024-04-20 12:39:01,"A",-121.4693,34.7565
"254025",2024-04-20 12:39:01,"A",-121.4693,34.7565
"254025",2024-04-20 12:39:01,"A",-121.4693,34.7565
"254025",2024-04-20 13:27:35,"B",-121.5042,34.7269
"254025",2024-04-20 13:27:35,"B",-121.5042,34.7269
"254025",2024-04-20 14:21:15,"2",-121.5315,34.6972
"254025",2024-04-20 14:21:15,"2",-121.5315,34.6972
"254025",2024-04-20 14:21:15,"2",-121.5315,34.6972
"254025",2024-04-20 14:21:15,"2",-121.5315,34.6972
"254025",2024-04-20 16:20:25,"1",-121.5811,34.7086
"254025",2024-04-20 16:20:25,"1",-121.5811,34.7086
"254025",2024-04-20 16:20:25,"1",-121.5811,34.7086
"254025",2024-04-20 16:20:25,"1",-121.5811,34.7086
"254025",2024-04-20 16:32:48,"B",-121.5919,34.7037
"254025",2024-04-20 17:32:53,"A",-121.5842,34.732
"254025",2024-04-20 17:32:53,"A",-121.5842,34.732
"254025",2024-04-20 17:32:53,"A",-121.5842,34.732
"254025",2024-04-20 18:09:15,"B",-121.594,34.7305
"254025",2024-04-20 18:23:47,"B",-121.5919,34.7319
"254025",2024-04-20 18:59:56,"B",-121.6025,34.7305
"254025",2024-04-20 19:12:08,"B",-121.5977,34.7287
"254025",2024-04-20 20:36:02,"B",-121.6049,34.7406
"254025",2024-04-21 02:12:03,"A",-121.5988,34.694
"254025",2024-04-21 02:12:03,"A",-121.5988,34.694
"254025",2024-04-21 02:12:03,"A",-121.5988,34.694
"254025",2024-04-21 02:31:50,"1",-121.6124,34.6871
"254025",2024-04-21 02:31:50,"1",-121.6124,34.6871
"254025",2024-04-21 02:31:50,"1",-121.6124,34.6871
"254025",2024-04-21 02:31:50,"1",-121.6124,34.6871
"254025",2024-04-21 03:28:48,"B",-121.6192,34.6859
"254025",2024-04-21 04:15:56,"B",-121.6226,34.6853
"254025",2024-04-21 05:21:52,"B",-121.6412,34.7005
"254025",2024-04-21 07:01:55,"B",-121.6696,34.7003
"254025",2024-04-21 12:12:23,"B",-121.7219,34.6995
"254025",2024-04-21 14:04:42,"A",-121.6246,34.7845
"254025",2024-04-21 14:04:42,"A",-121.6246,34.7845
"254025",2024-04-21 14:04:42,"A",-121.6246,34.7845
"254025",2024-04-21 14:12:58,"B",-121.6245,34.7845
"254025",2024-04-21 14:20:18,"2",-121.6407,34.7955
"254025",2024-04-21 14:20:18,"2",-121.6407,34.7955
"254025",2024-04-21 14:20:18,"2",-121.6407,34.7955
"254025",2024-04-21 14:20:18,"2",-121.6407,34.7955
"254025",2024-04-21 14:20:18,"2",-121.6407,34.7955
"254025",2024-04-21 14:20:18,"2",-121.6407,34.7955
"254025",2024-04-21 14:20:18,"2",-121.6407,34.7955
"254025",2024-04-21 15:58:35,"B",-121.6386,34.8068
"254025",2024-04-21 15:58:35,"B",-121.6386,34.8068
"254025",2024-04-21 16:21:56,"A",-121.5795,34.8192
"254025",2024-04-21 16:21:56,"A",-121.5795,34.8192
"254025",2024-04-21 16:21:56,"A",-121.5795,34.8192
"254025",2024-04-21 17:14:44,"B",-121.5771,34.8322
"254025",2024-04-21 18:00:57,"B",-121.5802,34.8349
"254025",2024-04-21 19:19:21,"B",-121.5872,34.811
"254025",2024-04-22 00:23:28,"B",-121.5498,34.7015
"254025",2024-04-22 01:32:35,"A",-121.2799,34.6008
"254025",2024-04-22 01:32:35,"A",-121.2799,34.6008
"254025",2024-04-22 01:32:35,"A",-121.2799,34.6008
"254025",2024-04-22 01:32:52,"B",-121.3202,34.609
"254025",2024-04-22 01:32:52,"B",-121.3202,34.609
"254025",2024-04-22 02:06:50,"B",-121.2895,34.5803
"254025",2024-04-22 02:06:50,"B",-121.2895,34.5803
"254025",2024-04-22 03:06:05,"B",-121.231,34.5484
"254025",2024-04-22 03:10:41,"B",-121.234,34.551
"254025",2024-04-22 05:04:12,"B",-121.2178,34.5261
"254025",2024-04-22 05:04:12,"B",-121.2178,34.5261
"254025",2024-04-22 05:24:48,"A",-121.2539,34.4741
"254025",2024-04-22 05:24:48,"A",-121.2539,34.4741
"254025",2024-04-22 05:24:48,"A",-121.2539,34.4741
"254025",2024-04-22 05:24:56,"B",-121.2199,34.5258
"254025",2024-04-22 06:11:52,"A",-121.2198,34.4551
"254025",2024-04-22 06:11:52,"A",-121.2198,34.4551
"254025",2024-04-22 06:11:52,"A",-121.2198,34.4551
"254025",2024-04-22 07:00:30,"B",-121.2136,34.4655
"254025",2024-04-22 07:00:30,"B",-121.2136,34.4655
"254025",2024-04-22 12:02:27,"B",-121.065,34.3625
"254025",2024-04-22 12:02:27,"B",-121.065,34.3625
"254025",2024-04-22 13:38:19,"A",-121.0356,34.3291
"254025",2024-04-22 13:38:19,"A",-121.0356,34.3291
"254025",2024-04-22 13:38:19,"A",-121.0356,34.3291
"254025",2024-04-22 13:41:02,"A",-120.9827,34.3139
"254025",2024-04-22 13:41:02,"A",-120.9827,34.3139
"254025",2024-04-22 13:41:02,"A",-120.9827,34.3139
"254025",2024-04-22 15:20:46,"B",-120.9556,34.2685
"254025",2024-04-22 15:20:46,"B",-120.9556,34.2685
"254025",2024-04-22 15:25:59,"1",-120.8973,34.3511
"254025",2024-04-22 15:25:59,"1",-120.8973,34.3511
"254025",2024-04-22 15:25:59,"1",-120.8973,34.3511
"254025",2024-04-22 15:25:59,"1",-120.8973,34.3511
"254025",2024-04-22 16:58:54,"B",-120.8475,34.3029
"254025",2024-04-22 17:13:08,"B",-120.8889,34.2415
"254025",2024-04-22 17:13:08,"B",-120.8889,34.2415
"254025",2024-04-22 18:27:28,"2",-120.9329,34.3837
"254025",2024-04-22 18:27:28,"2",-120.9329,34.3837
"254025",2024-04-22 18:27:28,"2",-120.9329,34.3837
"254025",2024-04-22 18:27:28,"2",-120.9329,34.3837
"254025",2024-04-22 19:05:51,"1",-120.9361,34.4183
"254025",2024-04-22 19:05:51,"1",-120.9361,34.4183
"254025",2024-04-22 19:05:51,"1",-120.9361,34.4183
