model,tree_complexity,learning_rate,bag_fraction,best_trees,training_deviance_explained,cv_deviance,cv_deviance_se,training_auc,cv_auc,cv_auc_se
static_plus_chla,1,0.001,0.5,3050,20.774879085253676,1.194310223483945,0.038717854910627465,0.7907,0.75925,0.030738426006113807
