"whale_id","iteration","sim_id","step_id","choice_id","dTime","long","lat","used","location_type"
"254030_0",1,"254030_0_crw_001",1,"254030_0_20240408T170000",2024-04-08 17:00:00,-122.0504,36.9485,0,"available_crw"
"254030_0",1,"254030_0_crw_001",2,"254030_0_20240408T230000",2024-04-08 23:00:00,-122.029043894546,36.9286522253261,0,"available_crw"
"254030_0",1,"254030_0_crw_001",3,"254030_0_20240409T050000",2024-04-09 05:00:00,-122.002897206589,36.9285551015675,0,"available_crw"
"254030_0",1,"254030_0_crw_001",4,"254030_0_20240409T110000",2024-04-09 11:00:00,-122.071112431039,36.8788950087474,0,"available_crw"
"254030_0",1,"254030_0_crw_001",5,"254030_0_20240409T170000",2024-04-09 17:00:00,-122.088997355897,36.8608763106927,0,"available_crw"
"254030_0",1,"254030_0_crw_001",6,"254030_0_20240409T230000",2024-04-09 23:00:00,-122.127541195802,36.8301615843579,0,"available_crw"
"254030_0",1,"254030_0_crw_001",7,"254030_0_20240410T050000",2024-04-10 05:00:00,-122.145916768261,36.6718295604247,0,"available_crw"
"254030_0",1,"254030_0_crw_001",8,"254030_0_20240410T110000",2024-04-10 11:00:00,-122.201957948238,36.6793325765701,0,"available_crw"
"254030_0",1,"254030_0_crw_001",9,"254030_0_20240410T170000",2024-04-10 17:00:00,-122.067316613464,36.6789504088626,0,"available_crw"
"254030_0",1,"254030_0_crw_001",10,"254030_0_20240410T230000",2024-04-10 23:00:00,-122.026889891203,36.6929786467666,0,"available_crw"
"254030_0",1,"254030_0_crw_001",11,"254030_0_20240411T050000",2024-04-11 05:00:00,-121.913771660526,36.7223371546128,0,"available_crw"
"254030_0",1,"254030_0_crw_001",12,"254030_0_20240411T110000",2024-04-11 11:00:00,-121.919847991323,36.7674513004846,0,"available_crw"
"254030_0",1,"254030_0_crw_001",13,"254030_0_20240411T170000",2024-04-11 17:00:00,-121.881877416924,36.7773056179968,0,"available_crw"
"254030_0",1,"254030_0_crw_001",14,"254030_0_20240411T230000",2024-04-11 23:00:00,-121.815374365649,36.6911284589882,0,"available_crw"
"254030_0",1,"254030_0_crw_001",15,"254030_0_20240412T050000",2024-04-12 05:00:00,-121.822783821014,36.7012653654291,0,"available_crw"
"254030_0",1,"254030_0_crw_001",16,"254030_0_20240412T110000",2024-04-12 11:00:00,-121.919939689163,36.699869729523,0,"available_crw"
"254030_0",1,"254030_0_crw_001",17,"254030_0_20240412T170000",2024-04-12 17:00:00,-121.935830043729,36.6762168872135,0,"available_crw"
"254030_0",1,"254030_0_crw_001",18,"254030_0_20240412T230000",2024-04-12 23:00:00,-122.064592134618,36.6345466175009,0,"available_crw"
"254030_0",1,"254030_0_crw_001",19,"254030_0_20240413T050000",2024-04-13 05:00:00,-122.090041100978,36.6015939191474,0,"available_crw"
"254030_0",1,"254030_0_crw_001",20,"254030_0_20240413T110000",2024-04-13 11:00:00,-122.049250484208,36.6084318545603,0,"available_crw"
"254030_0",1,"254030_0_crw_001",21,"254030_0_20240413T170000",2024-04-13 17:00:00,-122.054551703311,36.6574575323318,0,"available_crw"
"254030_0",1,"254030_0_crw_001",22,"254030_0_20240413T230000",2024-04-13 23:00:00,-122.061394436371,36.6077276908685,0,"available_crw"
"254030_0",1,"254030_0_crw_001",23,"254030_0_20240414T050000",2024-04-14 05:00:00,-122.075640220772,36.5746260977072,0,"available_crw"
"254030_0",1,"254030_0_crw_001",24,"254030_0_20240414T110000",2024-04-14 11:00:00,-122.039310535351,36.5891882858839,0,"available_crw"
"254030_0",1,"254030_0_crw_001",25,"254030_0_20240414T170000",2024-04-14 17:00:00,-122.049648497292,36.6008534740299,0,"available_crw"
"254030_0",1,"254030_0_crw_001",26,"254030_0_20240414T230000",2024-04-14 23:00:00,-122.049285256458,36.5175043548513,0,"available_crw"
"254030_0",1,"254030_0_crw_001",27,"254030_0_20240415T050000",2024-04-15 05:00:00,-121.96477520367,36.4791928627582,0,"available_crw"
"254030_0",1,"254030_0_crw_001",28,"254030_0_20240415T110000",2024-04-15 11:00:00,-121.947323884878,36.4696970607605,0,"available_crw"
"254030_0",1,"254030_0_crw_001",29,"254030_0_20240415T170000",2024-04-15 17:00:00,-121.990928298922,36.505246387395,0,"available_crw"
"254030_0",1,"254030_0_crw_001",30,"254030_0_20240415T230000",2024-04-15 23:00:00,-121.974107561552,36.4230113520762,0,"available_crw"
"254030_0",1,"254030_0_crw_001",31,"254030_0_20240416T050000",2024-04-16 05:00:00,-122.043959111041,36.3265224092843,0,"available_crw"
