"whale_id","iteration","sim_id","step_id","choice_id","dTime","long","lat","used","location_type"
"254026_2",1,"254026_2_crw_001",1,"254026_2_20240601T060000",2024-06-01 06:00:00,-122.1085745,36.34118592,0,"available_crw"
"254026_2",1,"254026_2_crw_001",2,"254026_2_20240601T120000",2024-06-01 12:00:00,-122.210758342198,36.3860667325088,0,"available_crw"
"254026_2",1,"254026_2_crw_001",3,"254026_2_20240601T180000",2024-06-01 18:00:00,-122.181555164366,36.3266688617055,0,"available_crw"
"254026_2",1,"254026_2_crw_001",4,"254026_2_20240602T000000",2024-06-02,-122.210727914945,36.3379765139006,0,"available_crw"
"254026_2",1,"254026_2_crw_001",5,"254026_2_20240602T060000",2024-06-02 06:00:00,-122.276773720993,36.3090396054929,0,"available_crw"
"254026_2",1,"254026_2_crw_001",6,"254026_2_20240602T120000",2024-06-02 12:00:00,-122.360979482113,36.3808190044974,0,"available_crw"
"254026_2",1,"254026_2_crw_001",7,"254026_2_20240602T180000",2024-06-02 18:00:00,-122.272142226752,36.3052032583057,0,"available_crw"
"254026_2",1,"254026_2_crw_001",8,"254026_2_20240603T000000",2024-06-03,-122.267599789433,36.3227088967283,0,"available_crw"
"254026_2",1,"254026_2_crw_001",9,"254026_2_20240603T060000",2024-06-03 06:00:00,-122.307616606768,36.3181885940218,0,"available_crw"
"254026_2",1,"254026_2_crw_001",10,"254026_2_20240603T120000",2024-06-03 12:00:00,-122.303438403345,36.3060256239918,0,"available_crw"
"254026_2",1,"254026_2_crw_001",11,"254026_2_20240603T180000",2024-06-03 18:00:00,-122.33809967178,36.4065091691894,0,"available_crw"
"254026_2",1,"254026_2_crw_001",12,"254026_2_20240604T000000",2024-06-04,-122.296887498469,36.43819615415,0,"available_crw"
"254026_2",1,"254026_2_crw_001",13,"254026_2_20240604T060000",2024-06-04 06:00:00,-122.397834014852,36.3534143615966,0,"available_crw"
"254026_2",1,"254026_2_crw_001",14,"254026_2_20240604T120000",2024-06-04 12:00:00,-122.505052042576,36.4011202116313,0,"available_crw"
"254026_2",1,"254026_2_crw_001",15,"254026_2_20240604T180000",2024-06-04 18:00:00,-122.473416178153,36.3763065474147,0,"available_crw"
"254026_2",1,"254026_2_crw_001",16,"254026_2_20240605T000000",2024-06-05,-122.282916633386,36.3056764024129,0,"available_crw"
"254026_2",1,"254026_2_crw_001",17,"254026_2_20240605T060000",2024-06-05 06:00:00,-122.238702249315,36.3077874890375,0,"available_crw"
"254026_2",1,"254026_2_crw_001",18,"254026_2_20240605T120000",2024-06-05 12:00:00,-122.38331467235,36.2956761446896,0,"available_crw"
"254026_2",1,"254026_2_crw_001",19,"254026_2_20240605T180000",2024-06-05 18:00:00,-122.456039346412,36.2881879762024,0,"available_crw"
"254026_2",1,"254026_2_crw_001",20,"254026_2_20240606T000000",2024-06-06,-122.467922598085,36.3805920536342,0,"available_crw"
"254026_2",1,"254026_2_crw_001",21,"254026_2_20240606T060000",2024-06-06 06:00:00,-122.4544813074,36.2768367667489,0,"available_crw"
"254026_2",1,"254026_2_crw_001",22,"254026_2_20240606T120000",2024-06-06 12:00:00,-122.458437651392,36.3500431781555,0,"available_crw"
