whale_id,static_choices,combined_choices,retained_fraction,retained_percent
254025,280,189,0.675,67.5
254026,226,157,0.6946902654867256,69.46902654867256
254027,158,107,0.6772151898734177,67.72151898734177
254030,150,104,0.6933333333333334,69.33333333333334
