whale_id,n_choices,mean_percentile,median_percentile,prop_above_50,prop_above_75,prop_above_90
254025,189,0.7384873222265538,0.8671328671328671,0.7777777777777778,0.6296296296296297,0.37566137566137564
254026,157,0.677713266057922,0.7279411764705882,0.7452229299363057,0.4585987261146497,0.22929936305732485
254027,107,0.8138708077834722,0.8775510204081632,0.9252336448598131,0.7383177570093458,0.42990654205607476
254030,104,0.7371970682893716,0.7630208333333333,0.8846153846153846,0.5288461538461539,0.18269230769230768
