model,tree_complexity,learning_rate,bag_fraction,best_trees,training_deviance_explained,cv_deviance,cv_deviance_se,training_auc,cv_auc,cv_auc_se
static_full_sample_reference,1,0.001,0.5,1850,14.100325801084326,1.3551356397062682,0.20629885050505328,0.742,0.69035,0.03551463313433869
static_on_sst_sample,1,0.001,0.5,2300,13.850505536392586,1.3482252494291809,0.1844763702302518,0.7461,0.68165,0.03648640157647777
static_plus_sst,1,0.001,0.5,3700,16.380483392867536,1.3318238205230406,0.17802820106828499,0.7719,0.7043,0.02693427184833479
static_on_chla_sample,1,0.001,0.5,1850,14.343966991874938,1.3426861572991224,0.1982975975642245,0.7394,0.6855,0.037242784536068184
static_plus_chla,1,0.001,0.5,2500,17.10349597658758,1.3265453752358032,0.1808751647303813,0.7714,0.728,0.033023804545610234
static_on_kd490_sample,1,0.001,0.5,1800,13.831053908436708,1.3483940568036505,0.19604175965733353,0.7392,0.685,0.034070099305207
static_plus_kd490,1,0.001,0.5,2400,16.445683026999045,1.3149384719472341,0.1840772321107937,0.7711,0.730575,0.030930361971154927
static_on_combined_sample,1,0.001,0.5,2400,14.251474352556107,1.3377546214761473,0.17873185602467315,0.7453,0.676975,0.03659504463266394
combined_all_predictors,1,0.001,0.5,3900,19.188321556072456,1.3015169114419662,0.15347042697549232,0.7945,0.736425,0.03225338160565493
