var,rel.inf
depth_m,30.782648787304698
chla_mg_m3,30.34360722512631
dist_200m_isobath_km,23.439175408156796
kd490_m_inverse,7.9965712402765
sst_c,6.504883101376709
rugosity_sd_2p5km_m,0.8427937528470707
slope_deg,0.09032048491190942
sst_front_position,0
